nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
BERNARD BOUANAOUE,BERNARD LAIGLE,Bernard BOUANAOUE,Province Sud,Parti travailliste et forces progressistes,43,LAIGLE Bernard,Province Sud,Pour une Caledonie francaise,47,BERNARD BOUANAOUE BERNARD BOUANAOUE,BERNARD LAIGLE LAIGLE BERNARD,BERNARD|BOUANAOUE,BERNARD|LAIGLE,BERNARD,1,0,2,2,0.5,20,0.5714285714285714,TRUE,BERNARD,TRUE
MARTINEZ PHILIPPE,HNAGEJE PHILIPPE,Philippe MARTINEZ,Province Sud,Rassemblement national,31,HNAGEJE Philippe,Province Sud,Une Province pour tous,44,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,HNAGEJE PHILIPPE HNAGEJE PHILIPPE,MARTINEZ|PHILIPPE,HNAGEJE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,PHILIPPE,TRUE
MARTINEZ PHILIPPE,LEME PHILIPPE,Philippe MARTINEZ,Province Sud,Rassemblement national,31,LEME Philippe,Province Sud,"Nous, reunis",43,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,LEME PHILIPPE LEME PHILIPPE,MARTINEZ|PHILIPPE,LEME|PHILIPPE,PHILIPPE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,PHILIPPE,TRUE
MICHEL PHILIPPE,DESEIGNE PHILIPPE,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,DESEIGNE Philippe,Province Sud,Unis pour le Pays,25,MICHEL PHILIPPE PHILIPPE MICHEL,DESEIGNE PHILIPPE DESEIGNE PHILIPPE,MICHEL|PHILIPPE,DESEIGNE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,PHILIPPE,TRUE
KAWA SONIA,SIRO SONIA,Sonia KAWA,Province Sud,Parti travailliste et forces progressistes,20,SIRO Sonia,Province Sud,Unis pour le Pays,26,KAWA SONIA SONIA KAWA,SIRO SONIA SIRO SONIA,KAWA|SONIA,SIRO|SONIA,SONIA,1,0,2,2,0.5,12,0.5714285714285714,TRUE,SONIA,TRUE
DEVILLERS VALERIE,BOURINEAU VALERIE,Valérie DEVILLERS,Province Sud,Construire autrement,40,BOURINEAU Valérie,Province Sud,Un espoir pour demain,14,DEVILLERS VALERIE VALERIE DEVILLERS,BOURINEAU VALERIE BOURINEAU VALERIE,DEVILLERS|VALERIE,BOURINEAU|VALERIE,VALERIE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,VALERIE,TRUE
DEVILLERS VALERIE,FERRIOT VALERIE,Valérie DEVILLERS,Province Sud,Construire autrement,40,FERRIOT Valérie,Province Sud,"Nous, reunis",42,DEVILLERS VALERIE VALERIE DEVILLERS,FERRIOT VALERIE FERRIOT VALERIE,DEVILLERS|VALERIE,FERRIOT|VALERIE,VALERIE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,VALERIE,TRUE
DEVILLERS VALERIE,QUINQUIS VALERIE,Valérie DEVILLERS,Province Sud,Construire autrement,40,QUINQUIS Valerie,Province Sud,"France Caledonie, une patrie",8,DEVILLERS VALERIE VALERIE DEVILLERS,QUINQUIS VALERIE QUINQUIS VALERIE,DEVILLERS|VALERIE,QUINQUIS|VALERIE,VALERIE,1,0,2,2,0.5,20,0.5714285714285714,TRUE,VALERIE,TRUE
ANDREANI BERNARD,BASQUIN BERNARD,Bernard ANDREANI,Province Sud,Alliance citoyenne pour la transition,50,BASQUIN Bernard,Province Sud,"Nous, reunis",35,ANDREANI BERNARD BERNARD ANDREANI,BASQUIN BERNARD BASQUIN BERNARD,ANDREANI|BERNARD,BASQUIN|BERNARD,BERNARD,1,0,2,2,0.5,19,0.5757575757575758,TRUE,BERNARD,TRUE
CHRISTIAN COLLOT,CHRISTIAN KAATEU,Christian COLLOT,Province Sud,Alliance citoyenne pour la transition,20,KAATEU Christian,Province Sud,Unis pour le Pays,29,CHRISTIAN COLLOT CHRISTIAN COLLOT,CHRISTIAN KAATEU KAATEU CHRISTIAN,CHRISTIAN|COLLOT,CHRISTIAN|KAATEU,CHRISTIAN,1,0,2,2,0.5,19,0.5757575757575758,TRUE,CHRISTIAN,TRUE
MICHEL PHILIPPE,HNAGEJE PHILIPPE,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,HNAGEJE Philippe,Province Sud,Une Province pour tous,44,MICHEL PHILIPPE PHILIPPE MICHEL,HNAGEJE PHILIPPE HNAGEJE PHILIPPE,MICHEL|PHILIPPE,HNAGEJE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.5757575757575758,TRUE,PHILIPPE,TRUE
MARIA MAULIGALO,MARIA PHAM,Maria MAULIGALO,Province Sud,Parti travailliste et forces progressistes,18,PHAM Maria,Province Sud,"France Caledonie, une patrie",14,MARIA MAULIGALO MARIA MAULIGALO,MARIA PHAM PHAM MARIA,MARIA|MAULIGALO,MARIA|PHAM,MARIA,1,0,2,2,0.5,18,0.5806451612903226,TRUE,MARIA,TRUE
LAIGLE MONDY,LAIGLE MARYLISE,Mondy LAIGLE,Province Sud,Caledoniens Ensemble,26,LAIGLE Marylise,Province Sud,Une Province pour tous,43,LAIGLE MONDY MONDY LAIGLE,LAIGLE MARYLISE LAIGLE MARYLISE,LAIGLE|MONDY,LAIGLE|MARYLISE,LAIGLE,1,0,2,2,0.5,18,0.5806451612903226,TRUE,LAIGLE,TRUE
JODAR NICOLAS,MACHFUL NICOLAS,Nicolas JODAR,Province Sud,Construire autrement,35,MACHFUL Nicolas,Province Sud,"Nous, reunis",49,JODAR NICOLAS NICOLAS JODAR,MACHFUL NICOLAS MACHFUL NICOLAS,JODAR|NICOLAS,MACHFUL|NICOLAS,NICOLAS,1,0,2,2,0.5,18,0.5806451612903226,TRUE,NICOLAS,TRUE
MERO NICOLAS,MACHFUL NICOLAS,Nicolas MERO,Province Sud,Caledonie nouvelle et reunie,33,MACHFUL Nicolas,Province Sud,"Nous, reunis",49,MERO NICOLAS NICOLAS MERO,MACHFUL NICOLAS MACHFUL NICOLAS,MERO|NICOLAS,MACHFUL|NICOLAS,NICOLAS,1,0,2,2,0.5,18,0.5806451612903226,TRUE,NICOLAS,TRUE
DELRIEU PASCALE,MARANT PASCALE,Pascale DELRIEU,Province Sud,Alliance citoyenne pour la transition,33,MARANT Pascale,Province Sud,"Nous, reunis",30,DELRIEU PASCALE PASCALE DELRIEU,MARANT PASCALE MARANT PASCALE,DELRIEU|PASCALE,MARANT|PASCALE,PASCALE,1,0,2,2,0.5,18,0.5806451612903226,TRUE,PASCALE,TRUE
FERNAND MARTIN,ANTONIO MARTIN,Fernand MARTIN,Province Nord,Caledoniens Ensemble Nord,25,MARTIN Antonio,Province Nord,Agissons ensemble pour le Nord,8,FERNAND MARTIN FERNAND MARTIN,ANTONIO MARTIN MARTIN ANTONIO,FERNAND|MARTIN,ANTONIO|MARTIN,MARTIN,1,0,2,2,0.5,17,0.5862068965517241,TRUE,MARTIN,TRUE
BABIN ISABELLE,CHENU ISABELLE,Isabelle BABIN,Province Nord,UC-FLNKS,16,CHENU Isabelle,Province Nord,Agissons ensemble pour le Nord,11,BABIN ISABELLE ISABELLE BABIN,CHENU ISABELLE CHENU ISABELLE,BABIN|ISABELLE,CHENU|ISABELLE,ISABELLE,1,0,2,2,0.5,17,0.5862068965517241,TRUE,ISABELLE,TRUE
COURTOT ROBERT,PIMBE ROBERT,Robert COURTOT,Province Nord,UC-FLNKS,11,PIMBE Robert,Province Nord,Faire Pays,29,COURTOT ROBERT ROBERT COURTOT,PIMBE ROBERT PIMBE ROBERT,COURTOT|ROBERT,PIMBE|ROBERT,ROBERT,1,0,2,2,0.5,17,0.5862068965517241,TRUE,ROBERT,TRUE
BERNARD MARANT,BERNARD LAIGLE,Bernard MARANT,Province Sud,Caledoniens Ensemble,47,LAIGLE Bernard,Province Sud,Pour une Caledonie francaise,47,BERNARD MARANT BERNARD MARANT,BERNARD LAIGLE LAIGLE BERNARD,BERNARD|MARANT,BERNARD|LAIGLE,BERNARD,1,0,2,2,0.5,17,0.5862068965517241,TRUE,BERNARD,TRUE
DIDIER POIDYALIWANE,DIDIER PAOLA,Didier POIDYALIWANE,Province Nord,UC-FLNKS,13,PAOLA Didier,Province Nord,UC-FLNKS,23,DIDIER POIDYALIWANE DIDIER POIDYALIWANE,DIDIER PAOLA PAOLA DIDIER,DIDIER|POIDYALIWANE,DIDIER|PAOLA,DIDIER,1,0,2,2,0.5,23,0.5897435897435898,TRUE,DIDIER,TRUE
ISABELLE LAFLEUR,ISABELLE TALLONNIER,Isabelle LAFLEUR,Province Sud,L'Avenir en confiance,47,TALLONNIER Isabelle,Province Sud,"France Caledonie, une patrie",33,ISABELLE LAFLEUR ISABELLE LAFLEUR,ISABELLE TALLONNIER TALLONNIER ISABELLE,ISABELLE|LAFLEUR,ISABELLE|TALLONNIER,ISABELLE,1,0,2,2,0.5,23,0.5897435897435898,TRUE,ISABELLE,TRUE
MICHEL PHILIPPE,ETCHEVERRY PHILIPPE,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,MICHEL PHILIPPE PHILIPPE MICHEL,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,MICHEL|PHILIPPE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,2,2,0.5,23,0.5897435897435898,TRUE,PHILIPPE,TRUE
IHAGE ROBERT,PIMBE ROBERT,Robert IHAGE,Province Nord,Agissons pour le Nord,9,PIMBE Robert,Province Nord,Faire Pays,29,IHAGE ROBERT ROBERT IHAGE,PIMBE ROBERT PIMBE ROBERT,IHAGE|ROBERT,PIMBE|ROBERT,ROBERT,1,0,2,2,0.5,15,0.6,TRUE,ROBERT,TRUE
DOMINIQUE DURAND,ARNOULD DOMINIQUE,Dominique DURAND,Province Sud,Rassemblement national,30,ARNOULD Dominique,Province Sud,"Nous, reunis",41,DOMINIQUE DURAND DOMINIQUE DURAND,ARNOULD DOMINIQUE ARNOULD DOMINIQUE,DOMINIQUE|DURAND,ARNOULD|DOMINIQUE,DOMINIQUE,1,0,2,2,0.5,21,0.6,TRUE,DOMINIQUE,TRUE
DOMINIQUE GILLIOT,DOMINIQUE NEWLAND,Dominique GILLIOT,Province Sud,Caledonie nouvelle et reunie,24,NEWLAND Dominique,Province Sud,Les Loyalistes et Le Rassemblement,45,DOMINIQUE GILLIOT DOMINIQUE GILLIOT,DOMINIQUE NEWLAND NEWLAND DOMINIQUE,DOMINIQUE|GILLIOT,DOMINIQUE|NEWLAND,DOMINIQUE,1,0,2,2,0.5,21,0.6,TRUE,DOMINIQUE,TRUE
DOUELLON ISABELLE,GOTA ISABELLE,Isabelle DOUELLON,Province Sud,Rassemblement national,28,GOTA Isabelle,Province Sud,"France Caledonie, une patrie",49,DOUELLON ISABELLE ISABELLE DOUELLON,GOTA ISABELLE GOTA ISABELLE,DOUELLON|ISABELLE,GOTA|ISABELLE,ISABELLE,1,0,2,2,0.5,21,0.6,TRUE,ISABELLE,TRUE
GOMES PHILIPPE,DESEIGNE PHILIPPE,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,DESEIGNE Philippe,Province Sud,Unis pour le Pays,25,GOMES PHILIPPE PHILIPPE GOMES,DESEIGNE PHILIPPE DESEIGNE PHILIPPE,GOMES|PHILIPPE,DESEIGNE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,21,0.6,TRUE,PHILIPPE,TRUE
GOMES PHILIPPE,LEMAITRE PHILIPPE,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,LEMAITRE Philippe,Province Sud,Pour une Caledonie francaise,5,GOMES PHILIPPE PHILIPPE GOMES,LEMAITRE PHILIPPE LEMAITRE PHILIPPE,GOMES|PHILIPPE,LEMAITRE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,21,0.6,TRUE,PHILIPPE,TRUE
MARTINEZ PHILIPPE,DURAND PHILIPPE,Philippe MARTINEZ,Province Sud,Rassemblement national,31,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,DURAND PHILIPPE DURAND PHILIPPE,MARTINEZ|PHILIPPE,DURAND|PHILIPPE,PHILIPPE,1,0,2,2,0.5,21,0.6,TRUE,PHILIPPE,TRUE
KAWA SONIA,DEVAUD SONIA,Sonia KAWA,Province Sud,Parti travailliste et forces progressistes,20,DEVAUD Sonia,Province Sud,Pour une Caledonie francaise,14,KAWA SONIA SONIA KAWA,DEVAUD SONIA DEVAUD SONIA,KAWA|SONIA,DEVAUD|SONIA,SONIA,1,0,2,2,0.5,15,0.6,TRUE,SONIA,TRUE
FRANCK GARREC LE,FRANCK VAKALEPU,Franck LE GARREC,Province Sud,Alliance citoyenne pour la transition,12,VAKALEPU Franck,Province Sud,Un autre monde est possible,13,FRANCK GARREC LE FRANCK LE GARREC,FRANCK VAKALEPU VAKALEPU FRANCK,FRANCK|GARREC,FRANCK|VAKALEPU,FRANCK,1,0,2,2,0.5,20,0.6060606060606061,TRUE,FRANCK,TRUE
ISABELLE LAFLEUR,GOTA ISABELLE,Isabelle LAFLEUR,Province Sud,L'Avenir en confiance,47,GOTA Isabelle,Province Sud,"France Caledonie, une patrie",49,ISABELLE LAFLEUR ISABELLE LAFLEUR,GOTA ISABELLE GOTA ISABELLE,ISABELLE|LAFLEUR,GOTA|ISABELLE,ISABELLE,1,0,2,2,0.5,20,0.6060606060606061,TRUE,ISABELLE,TRUE
GOMES PHILIPPE,HNAGEJE PHILIPPE,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,HNAGEJE Philippe,Province Sud,Une Province pour tous,44,GOMES PHILIPPE PHILIPPE GOMES,HNAGEJE PHILIPPE HNAGEJE PHILIPPE,GOMES|PHILIPPE,HNAGEJE|PHILIPPE,PHILIPPE,1,0,2,2,0.5,20,0.6060606060606061,TRUE,PHILIPPE,TRUE
ALAIN CARAMESSY,ALAIN LAURENT,Alain CARAMESSY,Province Sud,Alliance citoyenne pour la transition,10,LAURENT Alain,Province Sud,"France Caledonie, une patrie",21,ALAIN CARAMESSY ALAIN CARAMESSY,ALAIN LAURENT LAURENT ALAIN,ALAIN|CARAMESSY,ALAIN|LAURENT,ALAIN,1,0,2,2,0.5,19,0.6129032258064516,TRUE,ALAIN,TRUE
ALAIN BRETON LE,ALAIN LAURENT,Alain LE BRETON,Province Sud,Destin commun caledonien,23,LAURENT Alain,Province Sud,"France Caledonie, une patrie",21,ALAIN BRETON LE ALAIN LE BRETON,ALAIN LAURENT LAURENT ALAIN,ALAIN|BRETON,ALAIN|LAURENT,ALAIN,1,0,2,2,0.5,19,0.6129032258064516,TRUE,ALAIN,TRUE
AMOSALA BERNARD,BASQUIN BERNARD,Bernard AMOSALA,Province Sud,L'Eveil oceanien,45,BASQUIN Bernard,Province Sud,"Nous, reunis",35,AMOSALA BERNARD BERNARD AMOSALA,BASQUIN BERNARD BASQUIN BERNARD,AMOSALA|BERNARD,BASQUIN|BERNARD,BERNARD,1,0,2,2,0.5,19,0.6129032258064516,TRUE,BERNARD,TRUE
LAURENT PAITA,BARBIER LAURENT,Laurent PAÏTA,Province Sud,Parti travailliste et forces progressistes,9,BARBIER Laurent,Province Sud,"France Caledonie, une patrie",32,LAURENT PAITA LAURENT PAITA,BARBIER LAURENT BARBIER LAURENT,LAURENT|PAITA,BARBIER|LAURENT,LAURENT,1,0,2,2,0.5,19,0.6129032258064516,TRUE,LAURENT,TRUE
LAURENT PAITA,GATUHAU LAURENT,Laurent PAÏTA,Province Sud,Parti travailliste et forces progressistes,9,GATUHAU Laurent,Province Sud,Alliance Pacifik enracinee,8,LAURENT PAITA LAURENT PAITA,GATUHAU LAURENT GATUHAU LAURENT,LAURENT|PAITA,GATUHAU|LAURENT,LAURENT,1,0,2,2,0.5,19,0.6129032258064516,TRUE,LAURENT,TRUE
PASCALE SERVENT,MARANT PASCALE,Pascale SERVENT,Province Sud,L'Avenir en confiance,41,MARANT Pascale,Province Sud,"Nous, reunis",30,PASCALE SERVENT PASCALE SERVENT,MARANT PASCALE MARANT PASCALE,PASCALE|SERVENT,MARANT|PASCALE,PASCALE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PASCALE,TRUE
BLAISE PHILIPPE,DURAND PHILIPPE,Philippe BLAISE,Province Sud,L'Avenir en confiance,6,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,BLAISE PHILIPPE PHILIPPE BLAISE,DURAND PHILIPPE DURAND PHILIPPE,BLAISE|PHILIPPE,DURAND|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PHILIPPE,TRUE
BLAISE PHILIPPE,GAZEAU PHILIPPE,Philippe BLAISE,Province Sud,L'Avenir en confiance,6,GAZEAU Philippe,Province Sud,Un espoir pour demain,45,BLAISE PHILIPPE PHILIPPE BLAISE,GAZEAU PHILIPPE GAZEAU PHILIPPE,BLAISE|PHILIPPE,GAZEAU|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PHILIPPE,TRUE
GOMES PHILIPPE,DURAND PHILIPPE,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,GOMES PHILIPPE PHILIPPE GOMES,DURAND PHILIPPE DURAND PHILIPPE,GOMES|PHILIPPE,DURAND|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PHILIPPE,TRUE
MICHEL PHILIPPE,DURAND PHILIPPE,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,MICHEL PHILIPPE PHILIPPE MICHEL,DURAND PHILIPPE DURAND PHILIPPE,MICHEL|PHILIPPE,DURAND|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PHILIPPE,TRUE
MICHEL PHILIPPE,GAZEAU PHILIPPE,Philippe MICHEL,Province Sud,Caledoniens Ensemble,7,GAZEAU Philippe,Province Sud,Un espoir pour demain,45,MICHEL PHILIPPE PHILIPPE MICHEL,GAZEAU PHILIPPE GAZEAU PHILIPPE,MICHEL|PHILIPPE,GAZEAU|PHILIPPE,PHILIPPE,1,0,2,2,0.5,19,0.6129032258064516,TRUE,PHILIPPE,TRUE
BLAISE PHILIPPE,ETCHEVERRY PHILIPPE,Philippe BLAISE,Province Sud,L'Avenir en confiance,6,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,BLAISE PHILIPPE PHILIPPE BLAISE,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,BLAISE|PHILIPPE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,2,2,0.5,24,0.6153846153846154,TRUE,PHILIPPE,TRUE
BERNARD ENOKA,BERNARD LAIGLE,Bernard ENOKA,Province Sud,MNIS Sud,47,LAIGLE Bernard,Province Sud,Pour une Caledonie francaise,47,BERNARD ENOKA BERNARD ENOKA,BERNARD LAIGLE LAIGLE BERNARD,BERNARD|ENOKA,BERNARD|LAIGLE,BERNARD,1,0,2,2,0.5,18,0.6206896551724138,TRUE,BERNARD,TRUE
DIDIER VERNAY,DIDIER KADDOUR,Didier VERNAY,Province Sud,Rassemblement national,13,KADDOUR Didier,Province Sud,Un espoir pour demain,15,DIDIER VERNAY DIDIER VERNAY,DIDIER KADDOUR KADDOUR DIDIER,DIDIER|VERNAY,DIDIER|KADDOUR,DIDIER,1,0,2,2,0.5,18,0.6206896551724138,TRUE,DIDIER,TRUE
HELENE IEKAWE,BREMOND HELENE,Hélène IEKAWE,Province Sud,Caledoniens Ensemble,14,BRÉMOND Hélène,Province Sud,"France Caledonie, une patrie",10,HELENE IEKAWE HELENE IEKAWE,BREMOND HELENE BREMOND HELENE,HELENE|IEKAWE,BREMOND|HELENE,HELENE,1,0,2,2,0.5,18,0.6206896551724138,TRUE,HELENE,TRUE
GOUASSEM SONIA,SIRO SONIA,Sonia GOUASSEM,Province Sud,Destin commun caledonien,20,SIRO Sonia,Province Sud,Unis pour le Pays,26,GOUASSEM SONIA SONIA GOUASSEM,SIRO SONIA SIRO SONIA,GOUASSEM|SONIA,SIRO|SONIA,SONIA,1,0,2,2,0.5,18,0.6206896551724138,TRUE,SONIA,TRUE
SONIA TEIN,CHRISTIAN TEIN,Sonia TEIN,Province Sud,Caledonie nouvelle et reunie,30,TEIN Christian,Province Sud,Kanaky pour tous,47,SONIA TEIN SONIA TEIN,CHRISTIAN TEIN TEIN CHRISTIAN,SONIA|TEIN,CHRISTIAN|TEIN,TEIN,1,0,2,2,0.5,18,0.6206896551724138,TRUE,TEIN,TRUE
DOMINIQUE HUMBERT,DOMINIQUE NEWLAND,Dominique HUMBERT,Province Sud,Parti travailliste et forces progressistes,11,NEWLAND Dominique,Province Sud,Les Loyalistes et Le Rassemblement,45,DOMINIQUE HUMBERT DOMINIQUE HUMBERT,DOMINIQUE NEWLAND NEWLAND DOMINIQUE,DOMINIQUE|HUMBERT,DOMINIQUE|NEWLAND,DOMINIQUE,1,0,2,2,0.5,22,0.6285714285714286,TRUE,DOMINIQUE,TRUE
DOMINIQUE LASSARD,ARNOULD DOMINIQUE,Dominique LASSARD,Province Sud,Alliance citoyenne pour la transition,31,ARNOULD Dominique,Province Sud,"Nous, reunis",41,DOMINIQUE LASSARD DOMINIQUE LASSARD,ARNOULD DOMINIQUE ARNOULD DOMINIQUE,DOMINIQUE|LASSARD,ARNOULD|DOMINIQUE,DOMINIQUE,1,0,2,2,0.5,22,0.6285714285714286,TRUE,DOMINIQUE,TRUE
MARTINEZ PHILIPPE,GAZEAU PHILIPPE,Philippe MARTINEZ,Province Sud,Rassemblement national,31,GAZEAU Philippe,Province Sud,Un espoir pour demain,45,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,GAZEAU PHILIPPE GAZEAU PHILIPPE,MARTINEZ|PHILIPPE,GAZEAU|PHILIPPE,PHILIPPE,1,0,2,2,0.5,22,0.6285714285714286,TRUE,PHILIPPE,TRUE
ALAIN BECARD,ALAIN LAURENT,Alain BECARD,Province Sud,Caledonie nouvelle et reunie,21,LAURENT Alain,Province Sud,"France Caledonie, une patrie",21,ALAIN BECARD ALAIN BECARD,ALAIN LAURENT LAURENT ALAIN,ALAIN|BECARD,ALAIN|LAURENT,ALAIN,1,0,2,2,0.5,17,0.6296296296296297,TRUE,ALAIN,TRUE
ALAIN PIDJOT,ALAIN LAURENT,Alain PIDJOT,Province Sud,FLNKS,25,LAURENT Alain,Province Sud,"France Caledonie, une patrie",21,ALAIN PIDJOT ALAIN PIDJOT,ALAIN LAURENT LAURENT ALAIN,ALAIN|PIDJOT,ALAIN|LAURENT,ALAIN,1,0,2,2,0.5,17,0.6296296296296297,TRUE,ALAIN,TRUE
HELENE IEKAWE,GATA HELENE,Hélène IEKAWE,Province Sud,Caledoniens Ensemble,14,GATA Hélène,Province Sud,Alliance Pacifik enracinee,7,HELENE IEKAWE HELENE IEKAWE,GATA HELENE GATA HELENE,HELENE|IEKAWE,GATA|HELENE,HELENE,1,0,2,2,0.5,17,0.6296296296296297,TRUE,HELENE,TRUE
CHAMPMOREAU ISABELLE,GOTA ISABELLE,Isabelle CHAMPMOREAU,Province Sud,L'Avenir en confiance,9,GOTA Isabelle,Province Sud,"France Caledonie, une patrie",49,CHAMPMOREAU ISABELLE ISABELLE CHAMPMOREAU,GOTA ISABELLE GOTA ISABELLE,CHAMPMOREAU|ISABELLE,GOTA|ISABELLE,ISABELLE,1,0,2,2,0.5,26,0.6341463414634146,TRUE,ISABELLE,TRUE
FRANCK GARREC LE,FRANCK MAITUKU,Franck LE GARREC,Province Sud,Alliance citoyenne pour la transition,12,MAITUKU Franck,Province Sud,Un autre monde est possible,32,FRANCK GARREC LE FRANCK LE GARREC,FRANCK MAITUKU MAITUKU FRANCK,FRANCK|GARREC,FRANCK|MAITUKU,FRANCK,1,0,2,2,0.5,21,0.6363636363636364,TRUE,FRANCK,TRUE
ISABELLE LAFLEUR,ISABELLE RINAUDO,Isabelle LAFLEUR,Province Sud,L'Avenir en confiance,47,RINAUDO Isabelle,Province Sud,Un espoir pour demain,30,ISABELLE LAFLEUR ISABELLE LAFLEUR,ISABELLE RINAUDO RINAUDO ISABELLE,ISABELLE|LAFLEUR,ISABELLE|RINAUDO,ISABELLE,1,0,2,2,0.5,21,0.6363636363636364,TRUE,ISABELLE,TRUE
LAURENT PAITA,CHATENAY LAURENT,Laurent PAÏTA,Province Sud,Parti travailliste et forces progressistes,9,CHATENAY LAURENT,Province Sud,Faire Pays,5,LAURENT PAITA LAURENT PAITA,CHATENAY LAURENT CHATENAY LAURENT,LAURENT|PAITA,CHATENAY|LAURENT,LAURENT,1,0,2,2,0.5,21,0.6363636363636364,TRUE,LAURENT,TRUE
BRIGNONE NICOLAS,MACHFUL NICOLAS,Nicolas BRIGNONE,Province Sud,L'Avenir en confiance,28,MACHFUL Nicolas,Province Sud,"Nous, reunis",49,BRIGNONE NICOLAS NICOLAS BRIGNONE,MACHFUL NICOLAS MACHFUL NICOLAS,BRIGNONE|NICOLAS,MACHFUL|NICOLAS,NICOLAS,1,0,2,2,0.5,21,0.6363636363636364,TRUE,NICOLAS,TRUE
GOUASSEM SONIA,BOUTEILLER SONIA,Sonia GOUASSEM,Province Sud,Destin commun caledonien,20,BOUTEILLER Sonia,Province Sud,"France Caledonie, une patrie",16,GOUASSEM SONIA SONIA GOUASSEM,BOUTEILLER SONIA BOUTEILLER SONIA,GOUASSEM|SONIA,BOUTEILLER|SONIA,SONIA,1,0,2,2,0.5,21,0.6363636363636364,TRUE,SONIA,TRUE
SONIA TEIN,BOUTEILLER SONIA,Sonia TEIN,Province Sud,Caledonie nouvelle et reunie,30,BOUTEILLER Sonia,Province Sud,"France Caledonie, une patrie",16,SONIA TEIN SONIA TEIN,BOUTEILLER SONIA BOUTEILLER SONIA,SONIA|TEIN,BOUTEILLER|SONIA,SONIA,1,0,2,2,0.5,21,0.6363636363636364,TRUE,SONIA,TRUE
HMALOKO THIERRY,PAPROCKI THIERRY,Thierry HMALOKO,Province Sud,MNIS Sud,43,PAPROCKI Thierry,Province Sud,Un espoir pour demain,33,HMALOKO THIERRY THIERRY HMALOKO,PAPROCKI THIERRY PAPROCKI THIERRY,HMALOKO|THIERRY,PAPROCKI|THIERRY,THIERRY,1,0,2,2,0.5,21,0.6363636363636364,TRUE,THIERRY,TRUE
SONIA STUART,SIRO SONIA,Sonia STUART,Province Sud,Caledonie nouvelle et reunie,26,SIRO Sonia,Province Sud,Unis pour le Pays,26,SONIA STUART SONIA STUART,SIRO SONIA SIRO SONIA,SONIA|STUART,SIRO|SONIA,SONIA,1,0,2,2,0.5,16,0.64,TRUE,SONIA,TRUE
MARTINEZ PHILIPPE,ETCHEVERRY PHILIPPE,Philippe MARTINEZ,Province Sud,Rassemblement national,31,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,MARTINEZ PHILIPPE PHILIPPE MARTINEZ,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,MARTINEZ|PHILIPPE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,2,2,0.5,25,0.6410256410256411,TRUE,PHILIPPE,TRUE
