nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
KEYLA VAMA,TATIANA VAMA,Keyla VAMA,Province Sud,MNIS Sud,26,VAMA Tatiana,Province Sud,Kanaky pour tous,22,KEYLA VAMA KEYLA VAMA,TATIANA VAMA VAMA TATIANA,KEYLA|VAMA,TATIANA|VAMA,VAMA,1,1,2,2,0.5,15,0.6,TRUE,VAMA,TRUE
CLAVEL ROGER,ALOSIO ROGER,Roger CLAVEL,Province Sud,Rassemblement national,41,ALOSIO Roger,Province Sud,Les Loyalistes et Le Rassemblement,44,CLAVEL ROGER ROGER CLAVEL,ALOSIO ROGER ALOSIO ROGER,CLAVEL|ROGER,ALOSIO|ROGER,ROGER,1,1,2,2,0.5,15,0.6,TRUE,ROGER,TRUE
CHIPAULT STEPHANE,POIWI STEPHANE,Stephane CHIPAULT,Province Sud,Rassemblement national,9,POIWI Stephane,Province Sud,Les Loyalistes et Le Rassemblement,28,CHIPAULT STEPHANE STEPHANE CHIPAULT,POIWI STEPHANE POIWI STEPHANE,CHIPAULT|STEPHANE,POIWI|STEPHANE,STEPHANE,1,1,2,2,0.5,21,0.6,TRUE,STEPHANE,TRUE
AMI WAHEO,NELSON WAHEO,Ami WAHEO,Province des Iles,Avec nous,23,WAHEO Nelson,Province des Iles,UC-FLNKS Iles,13,AMI WAHEO AMI WAHEO,NELSON WAHEO WAHEO NELSON,AMI|WAHEO,NELSON|WAHEO,WAHEO,1,1,2,2,0.5,15,0.6,TRUE,WAHEO,TRUE
CHRISTOPHE LOUECKHOTE,LOUECKHOTE MARTIN,Christophe LOUECKHOTE,Province Sud,L'Avenir en confiance,30,LOUECKHOTE Martin,Province Sud,Les Loyalistes et Le Rassemblement,38,CHRISTOPHE LOUECKHOTE CHRISTOPHE LOUECKHOTE,LOUECKHOTE MARTIN LOUECKHOTE MARTIN,CHRISTOPHE|LOUECKHOTE,LOUECKHOTE|MARTIN,LOUECKHOTE,1,1,2,2,0.5,26,0.6046511627906976,TRUE,LOUECKHOTE,TRUE
ELISAPETA SALIGA,ROMEO SALIGA,Elisapeta SALIGA,Province Sud,Caledoniens Ensemble,30,SALIGA Roméo,Province Sud,Une Province pour tous,34,ELISAPETA SALIGA ELISAPETA SALIGA,ROMEO SALIGA SALIGA ROMEO,ELISAPETA|SALIGA,ROMEO|SALIGA,SALIGA,1,1,2,2,0.5,20,0.6060606060606061,TRUE,SALIGA,TRUE
FLORENCE ROLLAND,MARTINO ROLLAND,Florence ROLLAND,Province Sud,Caledoniens Ensemble,24,ROLLAND Martino,Province Sud,"France Caledonie, une patrie",34,FLORENCE ROLLAND FLORENCE ROLLAND,MARTINO ROLLAND ROLLAND MARTINO,FLORENCE|ROLLAND,MARTINO|ROLLAND,ROLLAND,1,1,2,2,0.5,20,0.6060606060606061,TRUE,ROLLAND,TRUE
HABY WILLIAM,PALADINI WILLIAM,William HABY,Province Sud,Destin commun caledonien,21,PALADINI William,Province Sud,Pour une Caledonie francaise,17,HABY WILLIAM WILLIAM HABY,PALADINI WILLIAM PALADINI WILLIAM,HABY|WILLIAM,PALADINI|WILLIAM,WILLIAM,1,1,2,2,0.5,20,0.6060606060606061,TRUE,WILLIAM,TRUE
AUGUSTE WABEALO,ODILE WABEALO,Auguste WABEALO,Province Nord,Parti travailliste,17,WABEALO Odile,Province Nord,UNI,26,AUGUSTE WABEALO AUGUSTE WABEALO,ODILE WABEALO WABEALO ODILE,AUGUSTE|WABEALO,ODILE|WABEALO,WABEALO,1,1,2,2,0.5,19,0.6129032258064516,TRUE,WABEALO,TRUE
ATELIANO LAMATA,EVELYNE LAMATA,Atéliano LAMATA,Province Sud,Destin commun caledonien,3,LAMATA Evelyne,Province Sud,Un autre monde est possible,45,ATELIANO LAMATA ATELIANO LAMATA,EVELYNE LAMATA LAMATA EVELYNE,ATELIANO|LAMATA,EVELYNE|LAMATA,LAMATA,1,1,2,2,0.5,19,0.6129032258064516,TRUE,LAMATA,TRUE
BROSSARD MARCEL,BROSSARD HUGUES,Marcel BROSSARD,Province Sud,Caledonie nouvelle et reunie,31,BROSSARD Hugues,Province Sud,Pour une Caledonie francaise,21,BROSSARD MARCEL MARCEL BROSSARD,BROSSARD HUGUES BROSSARD HUGUES,BROSSARD|MARCEL,BROSSARD|HUGUES,BROSSARD,1,1,2,2,0.5,19,0.6129032258064516,TRUE,BROSSARD,TRUE
BOURGINE CHRISTELLE,BOURGINE YVES,Christelle BOURGINE,Province Sud,Rassemblement national,48,BOURGINE Yves,Province Sud,Pour une Caledonie francaise,39,BOURGINE CHRISTELLE CHRISTELLE BOURGINE,BOURGINE YVES BOURGINE YVES,BOURGINE|CHRISTELLE,BOURGINE|YVES,BOURGINE,1,1,2,2,0.5,24,0.6153846153846154,TRUE,BOURGINE,TRUE
DE FREDERIC GRESLAN,FREDERIC TELLIEZ,Frédéric DE GRESLAN,Province Sud,Caledoniens Ensemble,43,TELLIEZ Frédéric,Province Sud,"France Caledonie, une patrie",17,DE FREDERIC GRESLAN FREDERIC DE GRESLAN,FREDERIC TELLIEZ TELLIEZ FREDERIC,FREDERIC|GRESLAN,FREDERIC|TELLIEZ,FREDERIC,1,1,2,2,0.5,24,0.6153846153846154,TRUE,FREDERIC,TRUE
AUDREY NYITEIJ,AUDREY DUVAL,Audrey NYITEIJ,Province Sud,Construire autrement,22,DUVAL Audrey,Province Sud,Un espoir pour demain,36,AUDREY NYITEIJ AUDREY NYITEIJ,AUDREY DUVAL DUVAL AUDREY,AUDREY|NYITEIJ,AUDREY|DUVAL,AUDREY,1,1,2,2,0.5,18,0.6206896551724138,TRUE,AUDREY,TRUE
BOANEMOA CHARLOTTE,BOANEMOA JOSEPH,Charlotte BOANEMOA,Province Sud,MNIS Sud,10,BOANEMOA Joseph,Province Sud,Kanaky pour tous,15,BOANEMOA CHARLOTTE CHARLOTTE BOANEMOA,BOANEMOA JOSEPH BOANEMOA JOSEPH,BOANEMOA|CHARLOTTE,BOANEMOA|JOSEPH,BOANEMOA,1,1,2,2,0.5,23,0.6216216216216216,TRUE,BOANEMOA,TRUE
EMMANUEL OUETCHO,EMMANUEL LELEIVAI,Emmanuel OUETCHO,Province Sud,FLNKS,41,LELEIVAÏ Emmanuel,Province Sud,Une Province pour tous,42,EMMANUEL OUETCHO EMMANUEL OUETCHO,EMMANUEL LELEIVAI LELEIVAI EMMANUEL,EMMANUEL|OUETCHO,EMMANUEL|LELEIVAI,EMMANUEL,1,1,2,2,0.5,22,0.6285714285714286,TRUE,EMMANUEL,TRUE
GAYON TIDJINE,SERGE TIDJINE,Gayon TIDJINE,Province Nord,Agissons pour le Nord,11,. TIDJINE Serge,Province Nord,Alternative Nord pour un pays souverain,3,GAYON TIDJINE GAYON TIDJINE,SERGE TIDJINE TIDJINE SERGE,GAYON|TIDJINE,SERGE|TIDJINE,TIDJINE,1,1,2,2,0.5,17,0.6296296296296297,TRUE,TIDJINE,TRUE
ERIC HENRIOT,ERIC STREETER,Eric HENRIOT,Province Sud,Rassemblement national,21,STREETER ERIC,Province Sud,Faire Pays,41,ERIC HENRIOT ERIC HENRIOT,ERIC STREETER STREETER ERIC,ERIC|HENRIOT,ERIC|STREETER,ERIC,1,1,2,2,0.5,17,0.6296296296296297,TRUE,ERIC,TRUE
GEORGES TOURA,ALEX TOURA,Georges TOURA,Province Sud,Parti travailliste et forces progressistes,13,TOURA Alex,Province Sud,Kanaky pour tous,35,GEORGES TOURA GEORGES TOURA,ALEX TOURA TOURA ALEX,GEORGES|TOURA,ALEX|TOURA,TOURA,1,1,2,2,0.5,17,0.6296296296296297,TRUE,TOURA,TRUE
GODOT PATRICK,NICAR PATRICK,Patrick GODOT,Province Sud,Rassemblement national,47,NICAR Patrick,Province Sud,Unis pour le Pays,31,GODOT PATRICK PATRICK GODOT,NICAR PATRICK NICAR PATRICK,GODOT|PATRICK,NICAR|PATRICK,PATRICK,1,1,2,2,0.5,17,0.6296296296296297,TRUE,PATRICK,TRUE
ARNAUD FILITIKA,FILITIKA MICHAEL,Arnaud FILITIKA,Province Sud,L'Eveil oceanien,27,FILITIKA Michaël,Province Sud,"Nous, reunis",25,ARNAUD FILITIKA ARNAUD FILITIKA,FILITIKA MICHAEL FILITIKA MICHAEL,ARNAUD|FILITIKA,FILITIKA|MICHAEL,FILITIKA,1,1,2,2,0.5,21,0.6363636363636364,TRUE,FILITIKA,TRUE
EMMANUEL OUETCHO,BERART EMMANUEL,Emmanuel OUETCHO,Province Sud,FLNKS,41,BERART Emmanuel,Province Sud,Les Loyalistes et Le Rassemblement,40,EMMANUEL OUETCHO EMMANUEL OUETCHO,BERART EMMANUEL BERART EMMANUEL,EMMANUEL|OUETCHO,BERART|EMMANUEL,EMMANUEL,1,1,2,2,0.5,21,0.6363636363636364,TRUE,EMMANUEL,TRUE
GERALD ROBELIN,GERALD ROUQUETTE,Gérald ROBELIN,Province Sud,L'Avenir en confiance,44,ROUQUETTE Gerald,Province Sud,"France Caledonie, une patrie",42,GERALD ROBELIN GERALD ROBELIN,GERALD ROUQUETTE ROUQUETTE GERALD,GERALD|ROBELIN,GERALD|ROUQUETTE,GERALD,1,1,2,2,0.5,21,0.6363636363636364,TRUE,GERALD,TRUE
KELETAONA MAREVA,JEAN KELETAONA,Mareva KELETAONA,Province Sud,Alliance citoyenne pour la transition,39,KELETAONA Jean,Province Sud,Alliance Pacifik enracinee,38,KELETAONA MAREVA MAREVA KELETAONA,JEAN KELETAONA KELETAONA JEAN,KELETAONA|MAREVA,JEAN|KELETAONA,KELETAONA,1,1,2,2,0.5,21,0.6363636363636364,TRUE,KELETAONA,TRUE
DEVILLERS NADINE,FONTENEL NADINE,Nadine DEVILLERS,Province Sud,Rassemblement national,50,FONTENEL Nadine,Province Sud,"Nous, reunis",18,DEVILLERS NADINE NADINE DEVILLERS,FONTENEL NADINE FONTENEL NADINE,DEVILLERS|NADINE,FONTENEL|NADINE,NADINE,1,1,2,2,0.5,21,0.6363636363636364,TRUE,NADINE,TRUE
DEVILLERS STELLA,ANDRY STELLA,Stella DEVILLERS,Province Sud,Rassemblement national,46,ANDRY Stella,Province Sud,Un espoir pour demain,12,DEVILLERS STELLA STELLA DEVILLERS,ANDRY STELLA ANDRY STELLA,DEVILLERS|STELLA,ANDRY|STELLA,STELLA,1,1,2,2,0.5,21,0.6363636363636364,TRUE,STELLA,TRUE
MANUKULA YANNICK,POCHARD YANNICK,Yannick MANUKULA,Province Sud,L'Eveil oceanien,13,POCHARD Yannick,Province Sud,"France Caledonie, une patrie",50,MANUKULA YANNICK YANNICK MANUKULA,POCHARD YANNICK POCHARD YANNICK,MANUKULA|YANNICK,POCHARD|YANNICK,YANNICK,1,1,2,2,0.5,21,0.6363636363636364,TRUE,YANNICK,TRUE
EMILE WANGAN,EMILE LAKOREDINE,Emile WANGAN,Province des Iles,Parti travailliste,7,LAKOREDINE Emile,Province des Iles,Palika Iles,2,EMILE WANGAN EMILE WANGAN,EMILE LAKOREDINE LAKOREDINE EMILE,EMILE|WANGAN,EMILE|LAKOREDINE,EMILE,1,1,2,2,0.5,21,0.6363636363636364,TRUE,EMILE,TRUE
ENZO VAMA,TATIANA VAMA,Enzo VAMA,Province Sud,MNIS Sud,29,VAMA Tatiana,Province Sud,Kanaky pour tous,22,ENZO VAMA ENZO VAMA,TATIANA VAMA VAMA TATIANA,ENZO|VAMA,TATIANA|VAMA,VAMA,1,1,2,2,0.5,16,0.64,TRUE,VAMA,TRUE
BOLO DAVY,BOLO THIERRY,Davy BOLO,Province des Iles,Unitaire Kanaky Generation,1,BOLO Thierry,Province des Iles,Nation autochtone,4,BOLO DAVY DAVY BOLO,BOLO THIERRY BOLO THIERRY,BOLO|DAVY,BOLO|THIERRY,BOLO,1,1,2,2,0.5,16,0.64,TRUE,BOLO,TRUE
DE FREDERIC GRESLAN,FREDERIC HUBERT,Frédéric DE GRESLAN,Province Sud,Caledoniens Ensemble,43,HUBERT Frédéric,Province Sud,"Nous, reunis",33,DE FREDERIC GRESLAN FREDERIC DE GRESLAN,FREDERIC HUBERT HUBERT FREDERIC,FREDERIC|GRESLAN,FREDERIC|HUBERT,FREDERIC,1,1,2,2,0.5,25,0.6410256410256411,TRUE,FREDERIC,TRUE
CHANTAL COURTOT,COURTOT JORDAN,Chantal COURTOT,Province Sud,L'Avenir en confiance,29,COURTOT Jordan,Province Sud,Les Loyalistes et Le Rassemblement,18,CHANTAL COURTOT CHANTAL COURTOT,COURTOT JORDAN COURTOT JORDAN,CHANTAL|COURTOT,COURTOT|JORDAN,COURTOT,1,1,2,2,0.5,20,0.6451612903225806,TRUE,COURTOT,TRUE
CYNTHIA UGOLINI,MICHEL UGOLINI,Cynthia UGOLINI,Province Sud,Rassemblement national,26,UGOLINI Michel,Province Sud,Un espoir pour demain,41,CYNTHIA UGOLINI CYNTHIA UGOLINI,MICHEL UGOLINI UGOLINI MICHEL,CYNTHIA|UGOLINI,MICHEL|UGOLINI,UGOLINI,1,1,2,2,0.5,20,0.6451612903225806,TRUE,UGOLINI,TRUE
JALABERT NADINE,FONTENEL NADINE,Nadine JALABERT,Province Sud,L'Avenir en confiance,15,FONTENEL Nadine,Province Sud,"Nous, reunis",18,JALABERT NADINE NADINE JALABERT,FONTENEL NADINE FONTENEL NADINE,JALABERT|NADINE,FONTENEL|NADINE,NADINE,1,1,2,2,0.5,20,0.6451612903225806,TRUE,NADINE,TRUE
DAVID UGOLINI,MICHEL UGOLINI,David UGOLINI,Province Sud,L'Avenir en confiance,32,UGOLINI Michel,Province Sud,Un espoir pour demain,41,DAVID UGOLINI DAVID UGOLINI,MICHEL UGOLINI UGOLINI MICHEL,DAVID|UGOLINI,MICHEL|UGOLINI,UGOLINI,1,1,2,2,0.5,19,0.6551724137931034,TRUE,UGOLINI,TRUE
KIKI SERGE,GASTALDI SERGE,Serge KIKI,Province Sud,Parti travailliste et forces progressistes,15,GASTALDI Serge,Province Sud,Pour une Caledonie francaise,45,KIKI SERGE SERGE KIKI,GASTALDI SERGE GASTALDI SERGE,KIKI|SERGE,GASTALDI|SERGE,SERGE,1,1,2,2,0.5,19,0.6551724137931034,TRUE,SERGE,TRUE
SERGE WAHOO,SERGE TIDJINE,Serge WAHOO,Province Nord,Caledoniens Ensemble Nord,15,. TIDJINE Serge,Province Nord,Alternative Nord pour un pays souverain,3,SERGE WAHOO SERGE WAHOO,SERGE TIDJINE TIDJINE SERGE,SERGE|WAHOO,SERGE|TIDJINE,SERGE,1,1,2,2,0.5,18,0.6666666666666666,TRUE,SERGE,TRUE
DAVID UGOLINI,DAVID MEYER,David UGOLINI,Province Sud,L'Avenir en confiance,32,MEYER David,Province Sud,"Nous, reunis",17,DAVID UGOLINI DAVID UGOLINI,DAVID MEYER MEYER DAVID,DAVID|UGOLINI,DAVID|MEYER,DAVID,1,1,2,2,0.5,18,0.6666666666666666,TRUE,DAVID,TRUE
DIDIER VERNAY,ROMANE VERNAY,Didier VERNAY,Province Sud,Rassemblement national,13,VERNAY Romane,Province Sud,"France Caledonie, une patrie",12,DIDIER VERNAY DIDIER VERNAY,ROMANE VERNAY VERNAY ROMANE,DIDIER|VERNAY,ROMANE|VERNAY,VERNAY,1,1,2,2,0.5,18,0.6666666666666666,TRUE,VERNAY,TRUE
DE FREDERIC GRESLAN,FREDERIC HOMBOE,Frédéric DE GRESLAN,Province Sud,Caledoniens Ensemble,43,HOMBOE Frédéric,Province Sud,Un espoir pour demain,21,DE FREDERIC GRESLAN FREDERIC DE GRESLAN,FREDERIC HOMBOE HOMBOE FREDERIC,FREDERIC|GRESLAN,FREDERIC|HOMBOE,FREDERIC,1,1,2,2,0.5,26,0.6666666666666666,TRUE,FREDERIC,TRUE
ISABELLE LAFLEUR,LAFLEUR PASCAL,Isabelle LAFLEUR,Province Sud,L'Avenir en confiance,47,LAFLEUR Pascal,Province Sud,Un espoir pour demain,1,ISABELLE LAFLEUR ISABELLE LAFLEUR,LAFLEUR PASCAL LAFLEUR PASCAL,ISABELLE|LAFLEUR,LAFLEUR|PASCAL,LAFLEUR,1,1,2,2,0.5,22,0.6666666666666666,TRUE,LAFLEUR,TRUE
MIGUEL WAMALO,LAIGLE MIGUEL,Miguel WAMALO,Province Sud,MNIS Sud,11,LAIGLE Miguel,Province Sud,Un espoir pour demain,43,MIGUEL WAMALO MIGUEL WAMALO,LAIGLE MIGUEL LAIGLE MIGUEL,MIGUEL|WAMALO,LAIGLE|MIGUEL,MIGUEL,1,1,2,2,0.5,18,0.6666666666666666,TRUE,MIGUEL,TRUE
GUILLOTIN PASCAL,LAFLEUR PASCAL,Pascal GUILLOTIN,Province Sud,Alliance citoyenne pour la transition,14,LAFLEUR Pascal,Province Sud,Un espoir pour demain,1,GUILLOTIN PASCAL PASCAL GUILLOTIN,LAFLEUR PASCAL LAFLEUR PASCAL,GUILLOTIN|PASCAL,LAFLEUR|PASCAL,PASCAL,1,1,2,2,0.5,22,0.6666666666666666,TRUE,PASCAL,TRUE
REGIS ROUSTAN,BOI REGIS,Régis ROUSTAN,Province Sud,Caledoniens Ensemble,29,BOI Régis,Province Sud,Alliance Pacifik enracinee,34,REGIS ROUSTAN REGIS ROUSTAN,BOI REGIS BOI REGIS,REGIS|ROUSTAN,BOI|REGIS,REGIS,1,1,2,2,0.5,18,0.6666666666666666,TRUE,REGIS,TRUE
DRISS VANESSA,DRISS LUDOVIC,Vanessa DRISS,Province Sud,Destin commun caledonien,32,DRISS Ludovic,Province Sud,Pour une Caledonie francaise,27,DRISS VANESSA VANESSA DRISS,DRISS LUDOVIC DRISS LUDOVIC,DRISS|VANESSA,DRISS|LUDOVIC,DRISS,1,1,2,2,0.5,18,0.6666666666666666,TRUE,DRISS,TRUE
GATA WILFRIED,GATA HELENE,Wilfried GATA,Province Sud,Caledonie nouvelle et reunie,49,GATA Hélène,Province Sud,Alliance Pacifik enracinee,7,GATA WILFRIED WILFRIED GATA,GATA HELENE GATA HELENE,GATA|WILFRIED,GATA|HELENE,GATA,1,1,2,2,0.5,18,0.6666666666666666,TRUE,GATA,TRUE
JEROME SIRET,BETRANCOURT JEROME,Jérôme SIRET,Province Sud,L'Avenir en confiance,40,BETRANCOURT JEROME,Province Sud,Faire Pays,11,JEROME SIRET JEROME SIRET,BETRANCOURT JEROME BETRANCOURT JEROME,JEROME|SIRET,BETRANCOURT|JEROME,JEROME,1,1,2,2,0.5,25,0.6756756756756757,TRUE,JEROME,TRUE
CAWIDRONE ROBERT,ALPHONSE CAWIDRONE,Robert CAWIDRONE,Province des Iles,Dynamique autochtone,4,CAWIDRONE Alphonse,Province des Iles,UC-FLNKS Iles,23,CAWIDRONE ROBERT ROBERT CAWIDRONE,ALPHONSE CAWIDRONE CAWIDRONE ALPHONSE,CAWIDRONE|ROBERT,ALPHONSE|CAWIDRONE,CAWIDRONE,1,1,2,2,0.5,25,0.6756756756756757,TRUE,CAWIDRONE,TRUE
DENISE HORNGREN,DENISE WEILLANT,Denise HORNGREN,Province Sud,Rassemblement national,20,WEILLANT Denise,Province Sud,Pour une Caledonie francaise,36,DENISE HORNGREN DENISE HORNGREN,DENISE WEILLANT WEILLANT DENISE,DENISE|HORNGREN,DENISE|WEILLANT,DENISE,1,1,2,2,0.5,21,0.6774193548387096,TRUE,DENISE,TRUE
GEORGES HMAE,ANTOINE HMAE,Georges HMAE,Province des Iles,Dynamique autochtone,8,HMAE Antoine,Province des Iles,Un nouveau souffle,17,GEORGES HMAE GEORGES HMAE,ANTOINE HMAE HMAE ANTOINE,GEORGES|HMAE,ANTOINE|HMAE,HMAE,1,1,2,2,0.5,17,0.68,TRUE,HMAE,TRUE
CATHERINE DUHNARA,CARNICELLI CATHERINE,Catherine DUHNARA,Province Sud,MNIS Sud,48,CARNICELLI Catherine,Province Sud,Pour une Caledonie francaise,18,CATHERINE DUHNARA CATHERINE DUHNARA,CARNICELLI CATHERINE CARNICELLI CATHERINE,CATHERINE|DUHNARA,CARNICELLI|CATHERINE,CATHERINE,1,1,2,2,0.5,28,0.6829268292682927,TRUE,CATHERINE,TRUE
NEDENON STEPHANIA,GASTON NEDENON,Stéphania NEDENON,Province Nord,Caledoniens Ensemble Nord,14,NEDENON Gaston,Province Nord,UC-FLNKS,7,NEDENON STEPHANIA STEPHANIA NEDENON,GASTON NEDENON NEDENON GASTON,NEDENON|STEPHANIA,GASTON|NEDENON,NEDENON,1,1,2,2,0.5,24,0.6857142857142857,TRUE,NEDENON,TRUE
GASTALDI YANN,THAVOAVIANON YANN,Yann GASTALDI,Province Nord,Caledoniens Ensemble Nord,9,THAVOAVIANON Yann,Province Nord,UC-FLNKS,19,GASTALDI YANN YANN GASTALDI,THAVOAVIANON YANN THAVOAVIANON YANN,GASTALDI|YANN,THAVOAVIANON|YANN,YANN,1,1,2,2,0.5,24,0.6857142857142857,TRUE,YANN,TRUE
CHRISTELE LACROSE,ANGELINA LACROSE,Christele LACROSE,Province Sud,Rassemblement national,12,LACROSE Angélina,Province Sud,Une Province pour tous,2,CHRISTELE LACROSE CHRISTELE LACROSE,ANGELINA LACROSE LACROSE ANGELINA,CHRISTELE|LACROSE,ANGELINA|LACROSE,LACROSE,1,1,2,2,0.5,24,0.6857142857142857,TRUE,LACROSE,TRUE
BERNARD MARANT,MARANT PASCALE,Bernard MARANT,Province Sud,Caledoniens Ensemble,47,MARANT Pascale,Province Sud,"Nous, reunis",30,BERNARD MARANT BERNARD MARANT,MARANT PASCALE MARANT PASCALE,BERNARD|MARANT,MARANT|PASCALE,MARANT,1,1,2,2,0.5,20,0.6896551724137931,TRUE,MARANT,TRUE
DEVILLERS STELLA,BACOUR DE STELLA,Stella DEVILLERS,Province Sud,Rassemblement national,46,DE BACOUR Stella,Province Sud,Pour une Caledonie francaise,48,DEVILLERS STELLA STELLA DEVILLERS,BACOUR DE STELLA DE BACOUR STELLA,DEVILLERS|STELLA,BACOUR|STELLA,STELLA,1,1,2,2,0.5,23,0.696969696969697,TRUE,STELLA,TRUE
MATHIEU TOTELE,FALELAVAKI MATHIEU,Mathieu TOTELE,Province Sud,FLNKS,35,FALELAVAKI Mathieu,Province Sud,Souverainete Kanaky NC,43,MATHIEU TOTELE MATHIEU TOTELE,FALELAVAKI MATHIEU FALELAVAKI MATHIEU,MATHIEU|TOTELE,FALELAVAKI|MATHIEU,MATHIEU,1,1,2,2,0.5,26,0.7027027027027027,TRUE,MATHIEU,TRUE
BOULA EDOUARD,EDOUARD TAIN,Edouard BOULA,Province des Iles,Unitaire Kanaky Generation,21,TAIN Edouard,Province des Iles,S'engager et oeuvrer,15,BOULA EDOUARD EDOUARD BOULA,EDOUARD TAIN TAIN EDOUARD,BOULA|EDOUARD,EDOUARD|TAIN,EDOUARD,1,1,2,2,0.5,19,0.7037037037037037,TRUE,EDOUARD,TRUE
BARBANCON SERGE,GASTALDI SERGE,Serge BARBANÇON,Province Sud,Caledonie nouvelle et reunie,43,GASTALDI Serge,Province Sud,Pour une Caledonie francaise,45,BARBANCON SERGE SERGE BARBANCON,GASTALDI SERGE GASTALDI SERGE,BARBANCON|SERGE,GASTALDI|SERGE,SERGE,1,1,2,2,0.5,22,0.7096774193548387,TRUE,SERGE,TRUE
HEAFALA PELENATO,PELENATO VAOHEILALA,Pélénato HEAFALA,Province Sud,Caledonie nouvelle et reunie,35,VAOHEILALA Pelenato,Province Sud,Unis pour le Pays,19,HEAFALA PELENATO PELENATO HEAFALA,PELENATO VAOHEILALA VAOHEILALA PELENATO,HEAFALA|PELENATO,PELENATO|VAOHEILALA,PELENATO,1,1,2,2,0.5,28,0.717948717948718,TRUE,PELENATO,TRUE
ERIC HENRIOT,DEVAUD ERIC,Eric HENRIOT,Province Sud,Rassemblement national,21,DEVAUD Eric,Province Sud,Pour une Caledonie francaise,37,ERIC HENRIOT ERIC HENRIOT,DEVAUD ERIC DEVAUD ERIC,ERIC|HENRIOT,DEVAUD|ERIC,ERIC,1,1,2,2,0.5,18,0.72,TRUE,ERIC,TRUE
LIKUVALU POLIKALEPO,POLIKALEPO TAOFIFENUA,Polikalepo LIKUVALU,Province Sud,L'Eveil oceanien,39,TAOFIFENUA Polikalepo,Province Sud,Un autre monde est possible,21,LIKUVALU POLIKALEPO POLIKALEPO LIKUVALU,POLIKALEPO TAOFIFENUA TAOFIFENUA POLIKALEPO,LIKUVALU|POLIKALEPO,POLIKALEPO|TAOFIFENUA,POLIKALEPO,1,1,2,2,0.5,31,0.7209302325581395,TRUE,POLIKALEPO,TRUE
DOMINIQUE DURAND,DURAND PHILIPPE,Dominique DURAND,Province Sud,Rassemblement national,30,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,DOMINIQUE DURAND DOMINIQUE DURAND,DURAND PHILIPPE DURAND PHILIPPE,DOMINIQUE|DURAND,DURAND|PHILIPPE,DURAND,1,1,2,2,0.5,24,0.7272727272727273,TRUE,DURAND,TRUE
BOANEMOA CHARLOTTE,CHARLOTTE KALOI,Charlotte BOANEMOA,Province Sud,MNIS Sud,10,KALOÏ Charlotte,Province Sud,Kanaky pour tous,20,BOANEMOA CHARLOTTE CHARLOTTE BOANEMOA,CHARLOTTE KALOI KALOI CHARLOTTE,BOANEMOA|CHARLOTTE,CHARLOTTE|KALOI,CHARLOTTE,1,1,2,2,0.5,27,0.7297297297297297,TRUE,CHARLOTTE,TRUE
EHNYIMANE FLORENCE,FLORENCE PUJOL,Florence EHNYIMANE,Province Sud,MNIS Sud,12,PUJOL FLORENCE,Province Sud,Faire Pays,44,EHNYIMANE FLORENCE FLORENCE EHNYIMANE,FLORENCE PUJOL PUJOL FLORENCE,EHNYIMANE|FLORENCE,FLORENCE|PUJOL,FLORENCE,1,1,2,2,0.5,27,0.7297297297297297,TRUE,FLORENCE,TRUE
EHNYIMANE FLORENCE,FLORENCE SITU,Florence EHNYIMANE,Province Sud,MNIS Sud,12,SITU Florence,Province Sud,"France Caledonie, une patrie",35,EHNYIMANE FLORENCE FLORENCE EHNYIMANE,FLORENCE SITU SITU FLORENCE,EHNYIMANE|FLORENCE,FLORENCE|SITU,FLORENCE,1,1,2,2,0.5,27,0.7297297297297297,TRUE,FLORENCE,TRUE
MATHIEU OUNDO,FALELAVAKI MATHIEU,Mathieu OUNDO,Province Sud,Parti travailliste et forces progressistes,25,FALELAVAKI Mathieu,Province Sud,Souverainete Kanaky NC,43,MATHIEU OUNDO MATHIEU OUNDO,FALELAVAKI MATHIEU FALELAVAKI MATHIEU,MATHIEU|OUNDO,FALELAVAKI|MATHIEU,MATHIEU,1,1,2,2,0.5,27,0.7297297297297297,TRUE,MATHIEU,TRUE
TOMASI TUAKOIFENUA,AMOSALA TOMASI,Tomasi TUAKOIFENUA,Province Sud,Destin commun caledonien,9,AMOSALA Tomasi,Province Sud,Alliance Pacifik enracinee,26,TOMASI TUAKOIFENUA TOMASI TUAKOIFENUA,AMOSALA TOMASI AMOSALA TOMASI,TOMASI|TUAKOIFENUA,AMOSALA|TOMASI,TOMASI,1,1,2,2,0.5,27,0.7297297297297297,TRUE,TOMASI,TRUE
HEMA KOLOTILE,HEMA SANDRA,Kolotile HEMA,Province Sud,Parti travailliste et forces progressistes,44,HEMA Sandra,Province Sud,Un autre monde est possible,4,HEMA KOLOTILE KOLOTILE HEMA,HEMA SANDRA HEMA SANDRA,HEMA|KOLOTILE,HEMA|SANDRA,HEMA,1,1,2,2,0.5,20,0.7407407407407407,TRUE,HEMA,TRUE
