page,commune_code,commune,numero_liste_municipale,liste_municipale,rang_municipal,civilite,nom_pdf,nom_cle_municipales,token_signature,nb_tokens,source_pdf
62,98827,Poya,3,UNE NOUVELLE DYNAMIQUE NEKÖ POYA,21,M.,BLANC Ruddy Robert Charles,BLANC RUDDY ROBERT CHARLES,BLANC|CHARLES|ROBERT|RUDDY,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
62,98827,Poya,3,UNE NOUVELLE DYNAMIQUE NEKÖ POYA,22,Mme,FOUANGE Whapon Denise,FOUANGE WHAPON DENISE,DENISE|FOUANGE|WHAPON,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
62,98827,Poya,3,UNE NOUVELLE DYNAMIQUE NEKÖ POYA,23,M.,POVOU Franck Anicet,POVOU FRANCK ANICET,ANICET|FRANCK|POVOU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
62,98827,Poya,3,UNE NOUVELLE DYNAMIQUE NEKÖ POYA,24,Mme,RANGASSAMY Melissa Wendy Pierrette,RANGASSAMY MELISSA WENDY PIERRETTE,MELISSA|PIERRETTE|RANGASSAMY|WENDY,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
62,98827,Poya,3,UNE NOUVELLE DYNAMIQUE NEKÖ POYA,25,M.,BUISSON Aymeric,BUISSON AYMERIC,AYMERIC|BUISSON,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,1,M.,MEANDU-POVEU François Joseph Poindi,MEANDU POVEU FRANCOIS JOSEPH POINDI,FRANCOIS|JOSEPH|MEANDU|POINDI|POVEU,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,2,Mme,MEANDU-GORO-PEJIDA Justine,MEANDU GORO PEJIDA JUSTINE,GORO|JUSTINE|MEANDU|PEJIDA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,3,M.,NEKIRIAI Didime,NEKIRIAI DIDIME,DIDIME|NEKIRIAI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,4,Mme,GOROMOTO Christiane,GOROMOTO CHRISTIANE,CHRISTIANE|GOROMOTO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,5,M.,MAILEHAKO Setino,MAILEHAKO SETINO,MAILEHAKO|SETINO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,6,Mme,VOUDJO Hélène,VOUDJO HELENE,HELENE|VOUDJO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,7,M.,YANE Fabrice Jomoë,YANE FABRICE JOMOE,FABRICE|JOMOE|YANE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,8,Mme,MEANDU-GORODEY Prisca,MEANDU GORODEY PRISCA,GORODEY|MEANDU|PRISCA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,9,M.,MAILLOT Giovanni,MAILLOT GIOVANNI,GIOVANNI|MAILLOT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,10,Mme,HONKO Rosita,HONKO ROSITA,HONKO|ROSITA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,11,M.,PAOLA Didier,PAOLA DIDIER,DIDIER|PAOLA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,12,Mme,BOREKAOU Shade Yovenka Outhé,BOREKAOU SHADE YOVENKA OUTHE,BOREKAOU|OUTHE|SHADE|YOVENKA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,13,M.,HONKO Joan,HONKO JOAN,HONKO|JOAN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,14,Mme,MEANDU-GORO-PEJIDA Alexandra Baï,MEANDU GORO PEJIDA ALEXANDRA BAI,ALEXANDRA|BAI|GORO|MEANDU|PEJIDA,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,15,M.,WIN-NEMOU Vincent,WIN NEMOU VINCENT,NEMOU|VINCENT|WIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,16,Mme,ROESMAN Constance Bôtie,ROESMAN CONSTANCE BOTIE,BOTIE|CONSTANCE|ROESMAN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,17,M.,ARAMOTO Francois Michel,ARAMOTO FRANCOIS MICHEL,ARAMOTO|FRANCOIS|MICHEL,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,18,Mme,PIME Laetitia,PIME LAETITIA,LAETITIA|PIME,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,19,M.,POINRIN-NAOUNA Francis,POINRIN NAOUNA FRANCIS,FRANCIS|NAOUNA|POINRIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,20,Mme,NEKIRIAI Prisca,NEKIRIAI PRISCA,NEKIRIAI|PRISCA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,21,M.,NEKIRIAI René Waga,NEKIRIAI RENE WAGA,NEKIRIAI|RENE|WAGA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,22,Mme,MEANDU-GORODE Marlène,MEANDU GORODE MARLENE,GORODE|MARLENE|MEANDU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,23,M.,PORIN-POUEA Jules Beugneux,PORIN POUEA JULES BEUGNEUX,BEUGNEUX|JULES|PORIN|POUEA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,24,Mme,POINRIN-NAOUNA Marcia,POINRIN NAOUNA MARCIA,MARCIA|NAOUNA|POINRIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
63,98827,Poya,4,UNITE POYA NEKO 2026,25,M.,GOYETA-POINDET Roland Cédric Jonas,GOYETA POINDET ROLAND CEDRIC JONAS,CEDRIC|GOYETA|JONAS|POINDET|ROLAND,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,1,M.,GOSSOIN Jacques,GOSSOIN JACQUES,GOSSOIN|JACQUES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,2,Mme,GUERIN Marthe,GUERIN MARTHE,GUERIN|MARTHE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,3,M.,DELRIEU Jerry,DELRIEU JERRY,DELRIEU|JERRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,4,Mme,NEWLAND Dominique,NEWLAND DOMINIQUE,DOMINIQUE|NEWLAND,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,5,M.,KABAR Eric,KABAR ERIC,ERIC|KABAR,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,6,Mme,SIMIN Délizia,SIMIN DELIZIA,DELIZIA|SIMIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,7,M.,DUBRANLE Vincent,DUBRANLE VINCENT,DUBRANLE|VINCENT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,8,Mme,MERCIER ÉP TAUKAPA Marussia,MERCIER EP TAUKAPA MARUSSIA,EP|MARUSSIA|MERCIER|TAUKAPA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,9,M.,VOUDJO Bertrand,VOUDJO BERTRAND,BERTRAND|VOUDJO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,10,Mme,MEUREUREU-GOIN Nadège,MEUREUREU GOIN NADEGE,GOIN|MEUREUREU|NADEGE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,11,M.,DANGUIGNY Yannick,DANGUIGNY YANNICK,DANGUIGNY|YANNICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,12,Mme,HONKO Andréa,HONKO ANDREA,ANDREA|HONKO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,13,M.,PRÉVOT Hans Henri Pierre,PREVOT HANS HENRI PIERRE,HANS|HENRI|PIERRE|PREVOT,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,14,Mme,MEUREUREU-YARI Régine,MEUREUREU YARI REGINE,MEUREUREU|REGINE|YARI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,15,M.,VAKAULIAFA Penisio,VAKAULIAFA PENISIO,PENISIO|VAKAULIAFA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,16,Mme,BERTONI Cindy,BERTONI CINDY,BERTONI|CINDY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,17,M.,MARLIER Jean-Yves,MARLIER JEAN YVES,JEAN|MARLIER|YVES,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,18,Mme,MERCIER ÉP ROUBY Marie-Luce,MERCIER EP ROUBY MARIE LUCE,EP|LUCE|MARIE|MERCIER|ROUBY,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,19,M.,LEMAISTRE Jacques,LEMAISTRE JACQUES,JACQUES|LEMAISTRE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,20,Mme,NIAUTOU VEUVE FESSARD Lucienne,NIAUTOU VEUVE FESSARD LUCIENNE,FESSARD|LUCIENNE|NIAUTOU|VEUVE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,21,M.,OUTHEY John,OUTHEY JOHN,JOHN|OUTHEY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,22,Mme,KURTOVITCH EP METZDORF Yasmina,KURTOVITCH EP METZDORF YASMINA,EP|KURTOVITCH|METZDORF|YASMINA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
64,98827,Poya,5,NEKO POYA POUR TOUS,23,M.,KARTODIMEDJO Guy,KARTODIMEDJO GUY,GUY|KARTODIMEDJO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,1,M.,SOEKIR Donald,SOEKIR DONALD,DONALD|SOEKIR,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,2,Mme,PABOUTY Sophie,PABOUTY SOPHIE,PABOUTY|SOPHIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,3,M.,TORESE Albert,TORESE ALBERT,ALBERT|TORESE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,4,Mme,WAHEO Yvonne,WAHEO YVONNE,WAHEO|YVONNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,5,M.,TYDADA Steeve,TYDADA STEEVE,STEEVE|TYDADA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,6,Mme,POUKINE Clarisse,POUKINE CLARISSE,CLARISSE|POUKINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,7,M.,PABOUTY Jefferson,PABOUTY JEFFERSON,JEFFERSON|PABOUTY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,8,Mme,NEPOROZE EP HENEKE Lydie,NEPOROZE EP HENEKE LYDIE,EP|HENEKE|LYDIE|NEPOROZE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,9,M.,KALENE Antoine,KALENE ANTOINE,ANTOINE|KALENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,10,Mme,PALAOU Marie-Noelle,PALAOU MARIE NOELLE,MARIE|NOELLE|PALAOU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,11,M.,TYANIT Florent,TYANIT FLORENT,FLORENT|TYANIT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,12,Mme,TYEOU Marie-Thérèse - Hangou,TYEOU MARIE THERESE HANGOU,HANGOU|MARIE|THERESE|TYEOU,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,13,M.,EBETTES Eric - Apeny,EBETTES ERIC APENY,APENY|EBETTES|ERIC,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,14,Mme,NONQUET Yvette,NONQUET YVETTE,NONQUET|YVETTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,15,M.,PALAOU Steeve,PALAOU STEEVE,PALAOU|STEEVE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,16,Mme,PABOUTI Arlette,PABOUTI ARLETTE,ARLETTE|PABOUTI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,17,M.,DAOULO Jean-Baptiste,DAOULO JEAN BAPTISTE,BAPTISTE|DAOULO|JEAN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,18,Mme,TYDADA Germaine,TYDADA GERMAINE,GERMAINE|TYDADA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,19,M.,POBATTY Jean-Marie,POBATTY JEAN MARIE,JEAN|MARIE|POBATTY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,20,Mme,PALAOU Jeanne,PALAOU JEANNE,JEANNE|PALAOU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
65,98830,Touho,1,UNION CITOYENNE de TOUHO,21,M.,POUIHAMBOUTTE Moïse - Baoughane,POUIHAMBOUTTE MOISE BAOUGHANE,BAOUGHANE|MOISE|POUIHAMBOUTTE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,1,M.,POININE Alphonse Boulet,POININE ALPHONSE BOULET,ALPHONSE|BOULET|POININE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,2,Mme,POADJIDJILIE Yvette Poutyamoi,POADJIDJILIE YVETTE POUTYAMOI,POADJIDJILIE|POUTYAMOI|YVETTE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,3,M.,POIBA Charles Rudy Maciri Dunine,POIBA CHARLES RUDY MACIRI DUNINE,CHARLES|DUNINE|MACIRI|POIBA|RUDY,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,4,Mme,POUAOULOUBEI Sylvanna,POUAOULOUBEI SYLVANNA,POUAOULOUBEI|SYLVANNA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,5,M.,TOPOUENE Nazaire Boaoua,TOPOUENE NAZAIRE BOAOUA,BOAOUA|NAZAIRE|TOPOUENE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,6,Mme,TYAKETOU Anne-Florence - Poutyemon,TYAKETOU ANNE FLORENCE POUTYEMON,ANNE|FLORENCE|POUTYEMON|TYAKETOU,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,7,M.,PABOUTY Calixte - Ounine,PABOUTY CALIXTE OUNINE,CALIXTE|OUNINE|PABOUTY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,8,Mme,POIBA Audrey - Marie-Ange,POIBA AUDREY MARIE ANGE,ANGE|AUDREY|MARIE|POIBA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,9,M.,DAOULO Jean-Marie - Ty,DAOULO JEAN MARIE TY,DAOULO|JEAN|MARIE|TY,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,10,Mme,KAEHENE Océane - Flavie - Oué,KAEHENE OCEANE FLAVIE OUE,FLAVIE|KAEHENE|OCEANE|OUE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,11,M.,KEPAA Jimmy,KEPAA JIMMY,JIMMY|KEPAA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,12,Mme,NGAIOHNI Elise - Waeatroutrou,NGAIOHNI ELISE WAEATROUTROU,ELISE|NGAIOHNI|WAEATROUTROU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,13,M.,HOUON Rolland - Tein,HOUON ROLLAND TEIN,HOUON|ROLLAND|TEIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,14,Mme,DAOULO Josiane - Poipoé,DAOULO JOSIANE POIPOE,DAOULO|JOSIANE|POIPOE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,15,M.,GAYON Ennerick - Edmond,GAYON ENNERICK EDMOND,EDMOND|ENNERICK|GAYON,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,16,Mme,BOVA Alexandrine - Poawée,BOVA ALEXANDRINE POAWEE,ALEXANDRINE|BOVA|POAWEE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,17,M.,POIBA Elivan - Kaehene,POIBA ELIVAN KAEHENE,ELIVAN|KAEHENE|POIBA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,18,Mme,POIGOUNE Solange - Alleloi - Pigue,POIGOUNE SOLANGE ALLELOI PIGUE,ALLELOI|PIGUE|POIGOUNE|SOLANGE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,19,M.,POARINTYEGI Roberto,POARINTYEGI ROBERTO,POARINTYEGI|ROBERTO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,20,Mme,KOLELE Charline,KOLELE CHARLINE,CHARLINE|KOLELE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
66,98830,Touho,2,UNION NATIONALE pour l'INDEPENDANCE,21,M.,PAWOAP Albert Jean-Yves Dunine,PAWOAP ALBERT JEAN YVES DUNINE,ALBERT|DUNINE|JEAN|PAWOAP|YVES,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,1,M.,LOUISY-GABRIEL Emmanuel,LOUISY GABRIEL EMMANUEL,EMMANUEL|GABRIEL|LOUISY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,2,Mme,DEBELS Isabelle,DEBELS ISABELLE,DEBELS|ISABELLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,3,M.,MAROWITCH Jean-Jacques,MAROWITCH JEAN JACQUES,JACQUES|JEAN|MAROWITCH,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,4,Mme,TIEHI Manaïa,TIEHI MANAIA,MANAIA|TIEHI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,5,M.,RAGUE Richard,RAGUE RICHARD,RAGUE|RICHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,6,Mme,DEBELS Corinne,DEBELS CORINNE,CORINNE|DEBELS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,7,M.,GUILLAUD Antoine,GUILLAUD ANTOINE,ANTOINE|GUILLAUD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,8,Mme,CHENU Graziella,CHENU GRAZIELLA,CHENU|GRAZIELLA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,9,M.,CHENU Steeves,CHENU STEEVES,CHENU|STEEVES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,10,Mme,WAHOO Kelly,WAHOO KELLY,KELLY|WAHOO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,11,M.,RAGUE Serge,RAGUE SERGE,RAGUE|SERGE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,12,Mme,BEDOT Tiffany,BEDOT TIFFANY,BEDOT|TIFFANY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,13,M.,LAPETITE Olivier,LAPETITE OLIVIER,LAPETITE|OLIVIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,14,Mme,ULIANA Fiorella,ULIANA FIORELLA,FIORELLA|ULIANA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,15,M.,RAGUE Kélyan,RAGUE KELYAN,KELYAN|RAGUE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,16,Mme,TERRIER Franceska,TERRIER FRANCESKA,FRANCESKA|TERRIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,17,M.,CHENU Patrice,CHENU PATRICE,CHENU|PATRICE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,18,Mme,IDOUX Chantal,IDOUX CHANTAL,CHANTAL|IDOUX,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,19,M.,LECONTE Lutz,LECONTE LUTZ,LECONTE|LUTZ,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,20,Mme,MOLEANA Séraphine,MOLEANA SERAPHINE,MOLEANA|SERAPHINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,21,M.,TERIINOHOPUAITERAI Djymi,TERIINOHOPUAITERAI DJYMI,DJYMI|TERIINOHOPUAITERAI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,22,Mme,LAPETITE Florence,LAPETITE FLORENCE,FLORENCE|LAPETITE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,23,M.,BERNANOS Jack,BERNANOS JACK,BERNANOS|JACK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,24,Mme,TOEMINOME Karina,TOEMINOME KARINA,KARINA|TOEMINOME,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
67,98831,Voh,1,RENOUVOH,25,M.,KABAR Marcel,KABAR MARCEL,KABAR|MARCEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,1,M.,BOATATE KOLEKOLE Joel,BOATATE KOLEKOLE JOEL,BOATATE|JOEL|KOLEKOLE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
