page,commune_code,commune,numero_liste_municipale,liste_municipale,rang_municipal,civilite,nom_pdf,nom_cle_municipales,token_signature,nb_tokens,source_pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,2,Mme,POITHILY Monique,POITHILY MONIQUE,MONIQUE|POITHILY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,3,M.,POADJA Eddy,POADJA EDDY,EDDY|POADJA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,4,Mme,DJOUATE Brigitte,DJOUATE BRIGITTE,BRIGITTE|DJOUATE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,5,M.,DOUNEZEK Fredy,DOUNEZEK FREDY,DOUNEZEK|FREDY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,6,Mme,DABOME Vanina,DABOME VANINA,DABOME|VANINA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,7,M.,OUEDOY Jean Claude,OUEDOY JEAN CLAUDE,CLAUDE|JEAN|OUEDOY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,8,Mme,WABEALO Odile,WABEALO ODILE,ODILE|WABEALO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,9,M.,COUTHY Jacob,COUTHY JACOB,COUTHY|JACOB,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,10,Mme,HNYEIKONE Bella,HNYEIKONE BELLA,BELLA|HNYEIKONE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,11,M.,TEIN Alfred,TEIN ALFRED,ALFRED|TEIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,12,Mme,POITHILY Kadrilé,POITHILY KADRILE,KADRILE|POITHILY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,13,M.,BOITHATE Daniel,BOITHATE DANIEL,BOITHATE|DANIEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,14,Mme,DIELA Rose-May,DIELA ROSE MAY,DIELA|MAY|ROSE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,15,M.,KALONE Bernard,KALONE BERNARD,BERNARD|KALONE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,16,Mme,DIEMENE Jelinka,DIEMENE JELINKA,DIEMENE|JELINKA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,17,M.,DIANAI Richard,DIANAI RICHARD,DIANAI|RICHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,18,Mme,THY Germaine,THY GERMAINE,GERMAINE|THY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,19,M.,GOAOUALLA Ernest,GOAOUALLA ERNEST,ERNEST|GOAOUALLA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,20,Mme,PAUOUETA Virginie,PAUOUETA VIRGINIE,PAUOUETA|VIRGINIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,21,M.,KEDO Bruno,KEDO BRUNO,BRUNO|KEDO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,22,Mme,CATCHELO Sophie,CATCHELO SOPHIE,CATCHELO|SOPHIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,23,M.,GOA Joseph,GOA JOSEPH,GOA|JOSEPH,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,24,Mme,BOUANOU Judith,BOUANOU JUDITH,BOUANOU|JUDITH,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
68,98831,Voh,2,UNION NATIONALE POUR L'INDEPENDANCE,25,M.,TIDJINE Germain,TIDJINE GERMAIN,GERMAIN|TIDJINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,1,M.,POUYA Thierry,POUYA THIERRY,POUYA|THIERRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,2,Mme,FOAWY Thérèse,FOAWY THERESE,FOAWY|THERESE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,3,M.,WAYENECE André,WAYENECE ANDRE,ANDRE|WAYENECE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,4,Mme,IHMELING Georgette,IHMELING GEORGETTE,GEORGETTE|IHMELING,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,5,M.,KEDO Bill Guillau,KEDO BILL GUILLAU,BILL|GUILLAU|KEDO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,6,Mme,PERCHARD Mariola,PERCHARD MARIOLA,MARIOLA|PERCHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,7,M.,SAKATE Garry,SAKATE GARRY,GARRY|SAKATE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,8,Mme,TALALUA Fabienne,TALALUA FABIENNE,FABIENNE|TALALUA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,9,M.,KAHMENE Jim-Read,KAHMENE JIM READ,JIM|KAHMENE|READ,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,10,Mme,IDOUX Lauryna,IDOUX LAURYNA,IDOUX|LAURYNA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,11,M.,BARAONTANT Jean-Pierre,BARAONTANT JEAN PIERRE,BARAONTANT|JEAN|PIERRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,12,Mme,BARAONTANT Marie,BARAONTANT MARIE,BARAONTANT|MARIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,13,M.,POADJA Frédéric,POADJA FREDERIC,FREDERIC|POADJA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,14,Mme,WAYENECE Mariska,WAYENECE MARISKA,MARISKA|WAYENECE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,15,M.,TIPIA-BOUANEHOTE Herbert,TIPIA BOUANEHOTE HERBERT,BOUANEHOTE|HERBERT|TIPIA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,16,Mme,POUYA Patricia,POUYA PATRICIA,PATRICIA|POUYA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,17,M.,CHENU Fabrice,CHENU FABRICE,CHENU|FABRICE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,18,Mme,WABEALO Ariane,WABEALO ARIANE,ARIANE|WABEALO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,19,M.,BARAONTANT Charles,BARAONTANT CHARLES,BARAONTANT|CHARLES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,20,Mme,POUYA Josiane,POUYA JOSIANE,JOSIANE|POUYA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,21,M.,CAOUIDJO Johan,CAOUIDJO JOHAN,CAOUIDJO|JOHAN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,22,Mme,POUYA Claudine,POUYA CLAUDINE,CLAUDINE|POUYA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
69,98831,Voh,3,SOUVERAINETE CALEDONIENNE,23,M.,BOANOU Wilfried,BOANOU WILFRIED,BOANOU|WILFRIED,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,1,M.,POITHILY David,POITHILY DAVID,DAVID|POITHILY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,2,Mme,KEDO Reine,KEDO REINE,KEDO|REINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,3,M.,DOUNEHOTE Daniel,DOUNEHOTE DANIEL,DANIEL|DOUNEHOTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,4,Mme,TIDJITE-TIMBE Gildas,TIDJITE TIMBE GILDAS,GILDAS|TIDJITE|TIMBE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,5,M.,FOAWY Yorrick,FOAWY YORRICK,FOAWY|YORRICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,6,Mme,NOMAI Maguy,NOMAI MAGUY,MAGUY|NOMAI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,7,M.,TEIN-FOUIN Jean-Luc,TEIN FOUIN JEAN LUC,FOUIN|JEAN|LUC|TEIN,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,8,Mme,DOUNEZEK Janick,DOUNEZEK JANICK,DOUNEZEK|JANICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,9,M.,RICHMOND Thomas,RICHMOND THOMAS,RICHMOND|THOMAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,10,Mme,DOUNEHOTE Josiane,DOUNEHOTE JOSIANE,DOUNEHOTE|JOSIANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,11,M.,DIEMENE Jacques,DIEMENE JACQUES,DIEMENE|JACQUES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,12,Mme,POUYA Juliette,POUYA JULIETTE,JULIETTE|POUYA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,13,M.,DABOME Frédéric,DABOME FREDERIC,DABOME|FREDERIC,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,14,Mme,FOUAGNE Catherine,FOUAGNE CATHERINE,CATHERINE|FOUAGNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,15,M.,TEIN-BOANOU Hermann,TEIN BOANOU HERMANN,BOANOU|HERMANN|TEIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,16,Mme,HULIWA Annie,HULIWA ANNIE,ANNIE|HULIWA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,17,M.,TEIN-PADOM Djimy,TEIN PADOM DJIMY,DJIMY|PADOM|TEIN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,18,Mme,CHEVALIER Simone,CHEVALIER SIMONE,CHEVALIER|SIMONE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,19,M.,GOA-HOUALA Anthony,GOA HOUALA ANTHONY,ANTHONY|GOA|HOUALA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,20,Mme,DABOME Audrey,DABOME AUDREY,AUDREY|DABOME,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,21,M.,FOUANGE Hervé,FOUANGE HERVE,FOUANGE|HERVE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,22,Mme,DJOTECK Tchimaté,DJOTECK TCHIMATE,DJOTECK|TCHIMATE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,23,M.,OROWI Elie,OROWI ELIE,ELIE|OROWI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,24,Mme,TIDJITE Laetitia,TIDJITE LAETITIA,LAETITIA|TIDJITE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
70,98831,Voh,4,UC ET NATIONALISTES,25,M.,WALATHIDJITE Fredy,WALATHIDJITE FREDY,FREDY|WALATHIDJITE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,1,M.,PONGA Alcide,PONGA ALCIDE,ALCIDE|PONGA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,2,Mme,COUIEMOIN Laurette,COUIEMOIN LAURETTE,COUIEMOIN|LAURETTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,3,M.,HARI Patrick,HARI PATRICK,HARI|PATRICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,4,Mme,NIMOIRI Emilienne,NIMOIRI EMILIENNE,EMILIENNE|NIMOIRI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,5,M.,UHILA Pétélo,UHILA PETELO,PETELO|UHILA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,6,Mme,MEBOEDE Kareen,MEBOEDE KAREEN,KAREEN|MEBOEDE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,7,M.,ATE Eddy,ATE EDDY,ATE|EDDY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,8,Mme,THAVOAVIANON Rosalie,THAVOAVIANON ROSALIE,ROSALIE|THAVOAVIANON,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,9,M.,LIMOUSIN Richard,LIMOUSIN RICHARD,LIMOUSIN|RICHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,10,Mme,NIMOIRI Cindy,NIMOIRI CINDY,CINDY|NIMOIRI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,11,M.,BRUMOERE Thierry,BRUMOERE THIERRY,BRUMOERE|THIERRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,12,Mme,THOMAS Isabelle,THOMAS ISABELLE,ISABELLE|THOMAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,13,M.,HOMBOE Daniel,HOMBOE DANIEL,DANIEL|HOMBOE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,14,Mme,BATI Lutecia,BATI LUTECIA,BATI|LUTECIA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,15,M.,BOUSSET Edouard,BOUSSET EDOUARD,BOUSSET|EDOUARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
71,98833,Kouaoua,1,KAAWIIPAA TERRE COMMUNE ET AVENIR,16,Mme,OUARY Louisa,OUARY LOUISA,LOUISA|OUARY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,1,Mme,MEREATU Suzanne - Poawe,MEREATU SUZANNE POAWE,MEREATU|POAWE|SUZANNE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,2,M.,MALEJAC Hervé,MALEJAC HERVE,HERVE|MALEJAC,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,3,Mme,ARAMION Belinde - Emilie,ARAMION BELINDE EMILIE,ARAMION|BELINDE|EMILIE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,4,M.,BENON Jean-Marie - Brandon - Apela,BENON JEAN MARIE BRANDON APELA,APELA|BENON|BRANDON|JEAN|MARIE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,5,Mme,COUIEMOIN Marie-Johanna- Noëlla - Mylène,COUIEMOIN MARIE JOHANNA NOELLA MYLENE,COUIEMOIN|JOHANNA|MARIE|MYLENE|NOELLA,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,6,M.,SIARAÏ Mathieu - Alexandre,SIARAI MATHIEU ALEXANDRE,ALEXANDRE|MATHIEU|SIARAI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,7,Mme,THEIMBOUEONE Dolores,THEIMBOUEONE DOLORES,DOLORES|THEIMBOUEONE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,8,M.,NEDELON Loulou - Yann - Yomérick,NEDELON LOULOU YANN YOMERICK,LOULOU|NEDELON|YANN|YOMERICK,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,9,Mme,HOMBOE Estelle - Florinda - Salomée,HOMBOE ESTELLE FLORINDA SALOMEE,ESTELLE|FLORINDA|HOMBOE|SALOMEE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,10,M.,OUARY Landry - Ganon - Jules,OUARY LANDRY GANON JULES,GANON|JULES|LANDRY|OUARY,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,11,Mme,BEMARON Zyphane - Solange - Koheline,BEMARON ZYPHANE SOLANGE KOHELINE,BEMARON|KOHELINE|SOLANGE|ZYPHANE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,12,M.,BOGIHONDIHA Lenny - Jason - Ruddy,BOGIHONDIHA LENNY JASON RUDDY,BOGIHONDIHA|JASON|LENNY|RUDDY,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,13,Mme,MAHAGA Rose - Hinano,MAHAGA ROSE HINANO,HINANO|MAHAGA|ROSE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,14,M.,NIMOIRI Martial - Olivier,NIMOIRI MARTIAL OLIVIER,MARTIAL|NIMOIRI|OLIVIER,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,15,Mme,MEE Angèle - Betty - Awuï-Non,MEE ANGELE BETTY AWUI NON,ANGELE|AWUI|BETTY|MEE|NON,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,16,M.,ALLEN Song - Rot,ALLEN SONG ROT,ALLEN|ROT|SONG,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
72,98833,Kouaoua,2,VISION KAAWIIPAA,17,Mme,BRUMDERE Elisabeth,BRUMDERE ELISABETH,BRUMDERE|ELISABETH,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,1,Mme,COUIEMOIN Thérèse - Jacqueline,COUIEMOIN THERESE JACQUELINE,COUIEMOIN|JACQUELINE|THERESE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,2,M.,VIRIAMU Tamatoa - Adolphe,VIRIAMU TAMATOA ADOLPHE,ADOLPHE|TAMATOA|VIRIAMU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,3,Mme,THIAMEA Lorina,THIAMEA LORINA,LORINA|THIAMEA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,4,M.,PEMONON Derson,PEMONON DERSON,DERSON|PEMONON,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,5,Mme,GOENDO Gwenaelle,GOENDO GWENAELLE,GOENDO|GWENAELLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,6,M.,GOWEHOU Reginald,GOWEHOU REGINALD,GOWEHOU|REGINALD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,7,Mme,BANRI Chloé,BANRI CHLOE,BANRI|CHLOE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,8,M.,DIOPOUE Ruben,DIOPOUE RUBEN,DIOPOUE|RUBEN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,9,Mme,OVERE Rosiane,OVERE ROSIANE,OVERE|ROSIANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,10,M.,HARI Martin,HARI MARTIN,HARI|MARTIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,11,Mme,MOINBURU Loyan,MOINBURU LOYAN,LOYAN|MOINBURU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,12,M.,OVERE Cyriaque,OVERE CYRIAQUE,CYRIAQUE|OVERE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,13,Mme,KAYDIEU Ninette,KAYDIEU NINETTE,KAYDIEU|NINETTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,14,M.,SIARAI Lionna - Joel - Thomas,SIARAI LIONNA JOEL THOMAS,JOEL|LIONNA|SIARAI|THOMAS,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,15,Mme,HOMBOE Berthe - Sylvia,HOMBOE BERTHE SYLVIA,BERTHE|HOMBOE|SYLVIA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,16,M.,ATE Narcisse,ATE NARCISSE,ATE|NARCISSE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
73,98833,Kouaoua,3,TO CHAA TRUNODO VEII KANAKY,17,Mme,PONGA Joséphine,PONGA JOSEPHINE,JOSEPHINE|PONGA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
