election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,bureau_nom,inscrits,votants,abstentions,exprimes,blancs,nuls,type_resultat,option,numero_liste,nuance,voix,pct_exprimes,pct_inscrits,longitude,latitude,geo_source,iris_codgeo,iris_libgeo,option_norm,bloc,camp_institutionnel,parti,libelle,source,notes
municipales_2026,1,,,988,98827,Poya,POYA,0001,,604,378,226,373,5,0,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,89,23.86,14.74,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0001,,604,378,226,373,5,0,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,46,12.33,7.62,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0001,,604,378,226,373,5,0,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,61,16.35,10.1,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0001,,604,378,226,373,5,0,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,202673,54335.92,33555.13,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0001,,604,378,226,373,5,0,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,104,27.88,17.22,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0002,,492,397,95,396,1,0,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,10,2.53,2.03,165.27390161257972,-21.22505994951149,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0002,,492,397,95,396,1,0,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,25,6.31,5.08,165.27390161257972,-21.22505994951149,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0002,,492,397,95,396,1,0,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,0,0,0,165.27390161257972,-21.22505994951149,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0002,,492,397,95,396,1,0,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,2026355,511705.81,411860.77,165.27390161257972,-21.22505994951149,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0002,,492,397,95,396,1,0,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,6,1.52,1.22,165.27390161257972,-21.22505994951149,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0003,,817,510,307,495,12,3,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,37,7.47,4.53,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0003,,817,510,307,495,12,3,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,55,11.11,6.73,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0003,,817,510,307,495,12,3,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,132,26.67,16.16,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0003,,817,510,307,495,12,3,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,2026149,409323.03,247998.65,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0003,,817,510,307,495,12,3,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,122,24.65,14.93,164.99768585786552,-21.326893497720405,arrete_manual_tribus,2701,Poya villageé Népoui,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0004,,262,180,82,177,2,1,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,119,67.23,45.42,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0004,,262,180,82,177,2,1,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,3,1.69,1.15,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0004,,262,180,82,177,2,1,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,21,11.86,8.02,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0004,,262,180,82,177,2,1,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,20267,11450.28,7735.5,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0004,,262,180,82,177,2,1,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,27,15.25,10.31,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0005,,218,174,44,166,7,1,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,15,9.04,6.88,165.2454695470807,-21.4084575263513,arrete_manual_tribus,2706,Poya Sud,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0005,,218,174,44,166,7,1,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,8,4.82,3.67,165.2454695470807,-21.4084575263513,arrete_manual_tribus,2706,Poya Sud,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0005,,218,174,44,166,7,1,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,23,13.86,10.55,165.2454695470807,-21.4084575263513,arrete_manual_tribus,2706,Poya Sud,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0005,,218,174,44,166,7,1,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,20269,12210.24,9297.71,165.2454695470807,-21.4084575263513,arrete_manual_tribus,2706,Poya Sud,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0005,,218,174,44,166,7,1,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,111,66.87,50.92,165.2454695470807,-21.4084575263513,arrete_manual_tribus,2706,Poya Sud,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0006,,204,157,47,157,0,0,liste,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,1,,37,23.57,18.14,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JULIEN MEUREUREU GOWE ALTERNATIVE NATIONALISTE NEKO POYA,independantiste,independantiste,SE,Julien MEUREUREU-GOWE ALTERNATIVE NATIONALISTE NEKO POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0006,,204,157,47,157,0,0,liste,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,2,,21,13.38,10.29,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,EVELYNE GORO ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,autre,neutre,SE,Evelyne GORO-ATU NEKO POYA ENSEMBLE POUR UNE COMMUNE SOLIDAIRE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0006,,204,157,47,157,0,0,liste,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,3,,22,14.01,10.78,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,GUY MICHEL MACHORO UNE NOUVELLE DYNAMIQUE NEKO POYA,autre,neutre,SE,Guy Michel MACHORO UNE NOUVELLE DYNAMIQUE NEKÖ POYA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0006,,204,157,47,157,0,0,liste,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,4,,202654,129078.98,99340.2,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,FRANCOIS JOSEPH POINDI MEANDU POVEU UNITE POYA NEKO,autre,neutre,SE,François Joseph Poindi MEANDU-POVEU UNITE POYA NEKO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98827,Poya,POYA,0006,,204,157,47,157,0,0,liste,Jacques GOSSOIN NEKO POYA POUR TOUS,5,,23,14.65,11.27,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,JACQUES GOSSOIN NEKO POYA POUR TOUS,autre,neutre,SE,Jacques GOSSOIN NEKO POYA POUR TOUS,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98828,Sarraméa,SARRAMEA,0001,Mairie,541,401,140,393,4,4,liste,Charles Albert BRINON Entente communale de Sarraméa,,,143,36.39,26.43,165.85386596919105,-21.642344787633757,tribus_villages_nc,2801,Sarraméa,CHARLES ALBERT BRINON ENTENTE COMMUNALE DE SARRAMEA,autre,neutre,SE,Charles Albert BRINON Entente communale de Sarraméa,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98828,Sarraméa,SARRAMEA,0001,Mairie,541,401,140,393,4,4,liste,Tony KAWA ARII FACHA POUR UNE DIVERSITE COMMUNALE,,,117,29.77,21.63,165.85386596919105,-21.642344787633757,tribus_villages_nc,2801,Sarraméa,TONY KAWA ARII FACHA POUR UNE DIVERSITE COMMUNALE,autre,neutre,SE,Tony KAWA ARII FACHA POUR UNE DIVERSITE COMMUNALE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98828,Sarraméa,SARRAMEA,0001,Mairie,541,401,140,393,4,4,liste,Karmen HOLERO CONTINUONS A OEUVRER POUR SARRAMEA,,,69,17.56,12.75,165.85386596919105,-21.642344787633757,tribus_villages_nc,2801,Sarraméa,KARMEN HOLERO CONTINUONS A OEUVRER POUR SARRAMEA,autre,neutre,SE,Karmen HOLERO CONTINUONS A OEUVRER POUR SARRAMEA,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98828,Sarraméa,SARRAMEA,0001,Mairie,541,401,140,393,4,4,liste,Prisca HOLERO UNION CITOYENNE,,,64,16.28,11.83,165.85386596919105,-21.642344787633757,tribus_villages_nc,2801,Sarraméa,PRISCA HOLERO UNION CITOYENNE,independantiste,independantiste,UC-FLNKS,Prisca HOLERO UNION CITOYENNE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0001,Mairie,881,591,290,585,5,1,liste,Téva PUAHIO Notre jeunesse au coeur du changement,1,,287,49.06,32.58,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,TEVA PUAHIO NOTRE JEUNESSE AU COEUR DU CHANGEMENT,centriste,anti_independantiste,EO,Téva PUAHIO Notre jeunesse au coeur du changement,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0001,Mairie,881,591,290,585,5,1,liste,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",2,,107,18.29,12.15,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,LORENZA M BOUERI THIO TERRE D AVENIR C EST MAINTENANT,independantiste,independantiste,SE,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0001,Mairie,881,591,290,585,5,1,liste,Eric TOURA THIO EN MARCHE,3,,102,17.44,11.58,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,ERIC TOURA THIO EN MARCHE,independantiste,independantiste,SE,Eric TOURA THIO EN MARCHE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0001,Mairie,881,591,290,585,5,1,liste,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",4,,15,2.56,1.7,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,JEAN MARIE VIANNEY AYAWA AVEC LE FLNKS L AVENIR C EST MAINTENANT,independantiste,independantiste,UC-FLNKS,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0001,Mairie,881,591,290,585,5,1,liste,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,5,,74,12.65,8.4,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,PIERRE CHANEL NONMOIRA MURU RE COO LE BIEN ETRE DE THIO,independantiste,independantiste,SE,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0002,Mairie,615,391,224,388,3,0,liste,Téva PUAHIO Notre jeunesse au coeur du changement,1,,160,41.24,26.02,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,TEVA PUAHIO NOTRE JEUNESSE AU COEUR DU CHANGEMENT,centriste,anti_independantiste,EO,Téva PUAHIO Notre jeunesse au coeur du changement,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0002,Mairie,615,391,224,388,3,0,liste,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",2,,96,24.74,15.61,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,LORENZA M BOUERI THIO TERRE D AVENIR C EST MAINTENANT,independantiste,independantiste,SE,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0002,Mairie,615,391,224,388,3,0,liste,Eric TOURA THIO EN MARCHE,3,,48,12.37,7.8,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,ERIC TOURA THIO EN MARCHE,independantiste,independantiste,SE,Eric TOURA THIO EN MARCHE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0002,Mairie,615,391,224,388,3,0,liste,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",4,,21,5.41,3.41,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,JEAN MARIE VIANNEY AYAWA AVEC LE FLNKS L AVENIR C EST MAINTENANT,independantiste,independantiste,UC-FLNKS,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0002,Mairie,615,391,224,388,3,0,liste,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,5,,63,16.24,10.24,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,PIERRE CHANEL NONMOIRA MURU RE COO LE BIEN ETRE DE THIO,independantiste,independantiste,SE,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0003,Grand Borendy,315,184,131,184,0,0,liste,Téva PUAHIO Notre jeunesse au coeur du changement,1,,113,61.41,35.87,166.45075740277505,-21.738718340168145,tribus_villages_nc,2902,Ouindo Borendy,TEVA PUAHIO NOTRE JEUNESSE AU COEUR DU CHANGEMENT,centriste,anti_independantiste,EO,Téva PUAHIO Notre jeunesse au coeur du changement,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0003,Grand Borendy,315,184,131,184,0,0,liste,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",2,,23,12.5,7.3,166.45075740277505,-21.738718340168145,tribus_villages_nc,2902,Ouindo Borendy,LORENZA M BOUERI THIO TERRE D AVENIR C EST MAINTENANT,independantiste,independantiste,SE,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0003,Grand Borendy,315,184,131,184,0,0,liste,Eric TOURA THIO EN MARCHE,3,,14,7.61,4.44,166.45075740277505,-21.738718340168145,tribus_villages_nc,2902,Ouindo Borendy,ERIC TOURA THIO EN MARCHE,independantiste,independantiste,SE,Eric TOURA THIO EN MARCHE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0003,Grand Borendy,315,184,131,184,0,0,liste,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",4,,14,7.61,4.44,166.45075740277505,-21.738718340168145,tribus_villages_nc,2902,Ouindo Borendy,JEAN MARIE VIANNEY AYAWA AVEC LE FLNKS L AVENIR C EST MAINTENANT,independantiste,independantiste,UC-FLNKS,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0003,Grand Borendy,315,184,131,184,0,0,liste,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,5,,20,10.87,6.35,166.45075740277505,-21.738718340168145,tribus_villages_nc,2902,Ouindo Borendy,PIERRE CHANEL NONMOIRA MURU RE COO LE BIEN ETRE DE THIO,independantiste,independantiste,SE,Pierre Chanel NONMOIRA MURU RE COO - LE BIEN-ETRE DE THIO,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0004,Saint-Pierre,479,317,162,313,2,2,liste,Téva PUAHIO Notre jeunesse au coeur du changement,1,,106,33.87,22.13,166.14983539215794,-21.67410856554519,tribus_villages_nc,2902,Ouindo Borendy,TEVA PUAHIO NOTRE JEUNESSE AU COEUR DU CHANGEMENT,centriste,anti_independantiste,EO,Téva PUAHIO Notre jeunesse au coeur du changement,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0004,Saint-Pierre,479,317,162,313,2,2,liste,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",2,,145,46.33,30.27,166.14983539215794,-21.67410856554519,tribus_villages_nc,2902,Ouindo Borendy,LORENZA M BOUERI THIO TERRE D AVENIR C EST MAINTENANT,independantiste,independantiste,SE,"Lorenza M'BOUERI THIO,TERRE D'AVENIR-C'EST MAINTENANT!",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0004,Saint-Pierre,479,317,162,313,2,2,liste,Eric TOURA THIO EN MARCHE,3,,31,9.9,6.47,166.14983539215794,-21.67410856554519,tribus_villages_nc,2902,Ouindo Borendy,ERIC TOURA THIO EN MARCHE,independantiste,independantiste,SE,Eric TOURA THIO EN MARCHE,referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
municipales_2026,1,,,988,98829,Thio,THIO,0004,Saint-Pierre,479,317,162,313,2,2,liste,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",4,,2,0.64,0.42,166.14983539215794,-21.67410856554519,tribus_villages_nc,2902,Ouindo Borendy,JEAN MARIE VIANNEY AYAWA AVEC LE FLNKS L AVENIR C EST MAINTENANT,independantiste,independantiste,UC-FLNKS,"Jean Marie Vianney AYAWA AVEC LE FLNKS, L'AVENIR C'EST MAINTENANT !",referentiel_candidats_municipales_2026,Mapping issu du referentiel local municipal 2026
