election,tour,code_departement,code_commune,commune,commune_norm,code_bv,inscrits,votants,abstentions,exprimes,blancs,nuls,numero_panneau,nuance,nom,prenom,sexe,candidat,candidature,voix,pct_inscrits,pct_exprimes,elu,bureau_nom,bureau_nom_norm,match_score,etablissement_nom,etablissement_adresse,etablissement_theme1,etablissement_theme2,etablissement_theme3,longitude,latitude,geo_source,iris_id,iris_codgeo,iris_libgeo
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0001,931,624,307,615,2,7,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,311,,,,Mairie,MAIRIE,0.98,Mairie de Boulouparis,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Boulouparis,166.047711423762,-21.8654175541592,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0001,931,624,307,615,2,7,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,30,,,,Mairie,MAIRIE,0.98,Mairie de Boulouparis,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Boulouparis,166.047711423762,-21.8654175541592,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,13,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,82,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,2,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,9,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,361,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0002,720,494,226,489,4,1,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,22,,,,Centre Culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,11,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,152,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,2,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,2,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,356,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0003,783,570,213,561,7,2,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,38,,,,Mairie (Maison des associations),MAIRIE MAISON ASSOCIATIONS,0.93,Maison des Associations,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Autre équipement socio-éducatif et socio-culturel,166.047082551458,-21.8655893376649,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,41,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,188,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,16,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,6,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,313,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98802,Bouloupari,BOULOUPARI,0004,911,610,301,600,3,7,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,36,,,,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,51,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,115,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,11,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,7,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,259,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0001,742,497,245,483,10,4,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,40,,,,Mairie,MAIRIE,0.98,Mairie de Bourail,,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Bourail,165.497503614793,-21.5680444203004,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,40,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,459,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,5,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,17,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,14,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0002,868,547,321,539,2,6,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,4,,,,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,58,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,97,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,7,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,5,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,483,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0003,1011,713,298,696,12,5,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,46,,,,Colisée,COLISEE,0.93,Le Colisée - Salle de spectacle,,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Salle de concert,165.49385205691,-21.5656940047007,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,71,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,108,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,14,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,3,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,505,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0004,1112,787,325,772,7,8,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,71,,,,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,63,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,135,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,17,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,14,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,419,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98803,Bourail,BOURAIL,0005,1019,708,311,693,11,4,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,45,,,,École Louise Michel,ECOLE LOUISE MICHEL,0.859,Ecole primaire Louise Michel,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.497379452405,-21.57045570157,etablissements_publics_nc,125,301,Bourail village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,26,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,248,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,2,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,4,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,6,DVD,PONGA,Alcide,MASCULIN,Alcide PONGA,,3,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0001,415,291,124,285,3,3,7,HOR,POADJA,Gérard,MASCULIN,Gérard POADJA,,2,,,,Mairie,MAIRIE,0.7,CANALA,Canala,LIEU_DIT_NC,VILLE,Xârâcùù,165.96392757417755,-21.522084905801098,tribus_villages_nc,136,401,Canala village
legislatives_2024,1,988,98804,Canala,CANALA,0002,506,339,167,338,0,1,1,DVG,TUKUMULI,Milakulo,MASCULIN,Milakulo TUKUMULI,,12,,,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
legislatives_2024,1,988,98804,Canala,CANALA,0002,506,339,167,338,0,1,2,REG,TJIBAOU,Emmanuel,MASCULIN,Emmanuel TJIBAOU,,321,,,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
legislatives_2024,1,988,98804,Canala,CANALA,0002,506,339,167,338,0,1,3,REG,FRERE,Ronald,MASCULIN,Ronald FRERE,,1,,,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
legislatives_2024,1,988,98804,Canala,CANALA,0002,506,339,167,338,0,1,4,REG,VOUDJO,Luther,MASCULIN,Luther VOUDJO,,4,,,,Nakéty,NAKETY,1,Nakéty,Canala,LIEU_DIT_NC,TRIBU,Nèkètè,166.04631481753384,-21.54222544058342,tribus_villages_nc,137,403,Gélima - Nakéty
