province,commune,numero_liste,inscrits,votants,participation,abstentions,abstention,nuls,blancs,exprimes,voix,pct_exprimes,code_pdf,liste,etiquette,bloc_historique,nuance,couleur,source
Province des Iles,Maré,4,6973,4352,62.41,2621,37.59,15,9,4328,2719,62.82,DA,Nation autochtone,Nation autochtone / DA,independantiste,Dynamique autochtone,#88a96d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,5,6973,4352,62.41,2621,37.59,15,9,4328,757,17.49,UC FLNKS,UC-FLNKS Îles,UC-FLNKS Îles,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,6,6973,4352,62.41,2621,37.59,15,9,4328,14,0.32,AUTRES,S'engager et œuvrer,UPK,independantiste,UPK,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,1,4328,1941,44.849999999999994,2387,55.15,20,19,1902,408,21.45,PALIKA,Palika Îles,Palika Îles,independantiste,UNI / Palika,#f0c52f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,2,4328,1941,44.849999999999994,2387,55.15,20,19,1902,144,7.57,NS,Un nouveau souffle,Un nouveau souffle,anti_independantiste,Loyaliste droite,#305f9f,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,3,4328,1941,44.849999999999994,2387,55.15,20,19,1902,24,1.26,AUTRES,Baselaia,Baselaia,independantiste,UC dissidente,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,4,4328,1941,44.849999999999994,2387,55.15,20,19,1902,460,24.19,DA,Nation autochtone,Nation autochtone / DA,independantiste,Dynamique autochtone,#88a96d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,5,4328,1941,44.849999999999994,2387,55.15,20,19,1902,816,42.9,UC FLNKS,UC-FLNKS Îles,UC-FLNKS Îles,independantiste,UC-FLNKS,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,6,4328,1941,44.849999999999994,2387,55.15,20,19,1902,6,0.32,AUTRES,S'engager et œuvrer,UPK,independantiste,UPK,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Lifou,7,10792,5841,54.120000000000005,4951,45.879999999999995,40,52,5749,874,15.2,UCC,Union pour construire dans le consensus,UCC,independantiste,UC dissidente / PT,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Maré,7,6973,4352,62.41,2621,37.59,15,9,4328,247,5.71,UCC,Union pour construire dans le consensus,UCC,independantiste,UC dissidente / PT,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province des Iles,Ouvéa,7,4328,1941,44.849999999999994,2387,55.15,20,19,1902,44,2.3099999999999996,UCC,Union pour construire dans le consensus,UCC,independantiste,UC dissidente / PT,#7aa874,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
